"seqn","fsd010","fsd160","fsd170n","fsd180","fsd190","fsd200","fsd655","fsd660c","fsd665","fsq650","fsd660m","fsd670","hhfdsec","adfdsec","chfdsec"
2841,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4
2842,1,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1
2843,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
2844,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
2845,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
2846,2,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,1,2
2847,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
2848,2,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,1,1
2849,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
2850,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
2851,1,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,1,1
2852,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
2853,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1
2854,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
2855,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
2856,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
2857,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
2858,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
2859,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
2860,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA
2861,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
2862,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
2863,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
2864,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
2865,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
2866,2,1,NA,NA,NA,NA,1,1,6,NA,NA,NA,2,2,1
2867,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
2868,2,1,NA,NA,NA,NA,1,1,5,NA,NA,NA,3,3,3
2869,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
2870,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
2871,1,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,1,1
2872,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
2873,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,3
2874,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
2875,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
2876,1,2,5,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
2877,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
2878,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
2879,3,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,4,4,3
2880,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA
2881,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
2882,1,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,2,2,1
2883,1,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,1,1
2884,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA
2885,3,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2
2886,2,1,3,1,4,1,1,1,3,NA,NA,NA,3,3,2
2887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2888,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
2889,1,2,NA,NA,NA,NA,1,1,4,NA,NA,NA,1,1,1
2890,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
2891,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2
2892,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
2893,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
2894,1,1,NA,NA,NA,NA,1,2,5,NA,NA,NA,1,1,1
2895,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
2896,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
2897,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
2898,1,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2
2899,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA
2900,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1
2901,3,1,NA,NA,NA,NA,1,1,1,NA,NA,NA,2,2,1
2902,1,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,1,1
2903,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3
2904,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
2905,1,1,NA,NA,NA,NA,1,1,6,NA,NA,NA,1,1,1
2906,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
2907,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
2908,1,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,1,1
2909,2,1,NA,NA,NA,NA,1,1,1,NA,NA,NA,3,2,3
2910,1,2,NA,NA,NA,NA,1,2,3,NA,NA,NA,1,1,1
2911,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2
2912,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
2913,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
2914,1,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,1,1
2915,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
2916,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
2917,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
2918,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
2919,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
2920,1,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,1,1
2921,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA
2922,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
2923,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
2924,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
2925,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
2926,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3
2927,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
2928,1,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,1,NA
2929,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA
2930,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
2931,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
2932,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
2933,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
2934,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
2935,1,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,1,1
2936,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
2937,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
2938,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA
2939,2,1,1,1,4,2,NA,NA,NA,1,1,3,2,2,1
2940,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA
2941,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
2942,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
2943,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
2944,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
2945,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
2946,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
2947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2948,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA
2949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2950,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
2951,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
2952,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
2953,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
2954,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,1
2955,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
2956,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
2957,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
2958,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3
2959,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2
2960,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
2961,2,1,NA,NA,NA,NA,1,1,4,NA,NA,NA,2,2,1
2962,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA
2963,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
2964,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2
2965,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA
2966,1,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,1,1
2967,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
2968,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
2969,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA
2970,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,4,4,3
2971,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
2972,1,1,NA,NA,NA,NA,1,1,2,NA,NA,NA,1,1,1
2973,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
2974,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1
2975,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
2976,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
2977,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
2978,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA
2979,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
2980,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
2981,2,2,3,1,11,2,NA,NA,NA,NA,NA,NA,4,4,3
2982,2,2,4,1,12,1,NA,NA,NA,NA,NA,NA,1,1,1
2983,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
2984,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
2985,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
2986,1,1,NA,NA,NA,NA,1,1,1,NA,NA,NA,3,3,1
2987,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
2988,1,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,1,NA
2989,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
2990,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA
2991,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
2992,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
2993,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
2994,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
2995,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1
2996,1,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,1,1
2997,1,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,1,1
2998,1,1,NA,NA,NA,NA,1,1,3,NA,NA,NA,1,1,1
2999,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
3000,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
3001,3,2,5,1,12,1,NA,NA,NA,NA,NA,NA,3,3,3
3002,1,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,1,1
3003,1,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
3004,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
3005,3,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,3,3,1
3006,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
3007,2,2,7,1,12,1,NA,NA,NA,NA,NA,NA,2,2,2
3008,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
3009,1,1,1,2,NA,NA,1,1,2,NA,NA,NA,1,1,1
3010,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
3011,1,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,1,1
3012,1,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,1,1
3013,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
3014,2,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2
3015,1,2,1,2,NA,NA,2,NA,NA,NA,NA,NA,1,1,1
3016,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
3017,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
3018,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
3019,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
3020,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
3021,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
3022,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
3023,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,3
3024,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3
3025,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
3026,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
3027,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1
3028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3029,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
3030,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
3031,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1
3032,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
3033,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
3034,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
3035,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
3036,1,1,1,2,NA,NA,1,1,6,NA,NA,NA,1,1,1
3037,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
3038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3039,1,2,4,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
3040,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
3041,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
3042,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
3043,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
3044,1,2,5,1,12,1,NA,NA,NA,NA,NA,NA,3,3,2
3045,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA
3046,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
3047,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
3048,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
3049,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3
3050,3,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4
3051,1,1,4,1,11,1,1,1,2,NA,NA,NA,2,1,2
3052,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,2
3053,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
3054,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
3055,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
3056,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3
3057,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
3058,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
3059,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
3060,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,2
3061,1,1,6,1,12,1,NA,NA,NA,NA,NA,NA,2,2,1
3062,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
3063,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1
3064,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
3065,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
3066,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
3067,1,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,1,1
3068,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
3069,1,1,NA,NA,NA,NA,1,1,2,NA,NA,NA,1,1,1
3070,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
3071,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
3072,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,2,1,1,1
3073,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1
3074,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
3075,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
3076,1,1,3,1,1,1,1,1,1,NA,NA,NA,1,1,1
3077,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
3078,1,2,4,1,12,1,NA,NA,NA,NA,NA,NA,1,1,1
3079,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
3080,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
3081,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
3082,2,1,1,2,NA,NA,1,1,5,NA,NA,NA,3,3,3
3083,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
3084,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
3085,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
3086,3,2,1,1,12,1,NA,NA,NA,NA,NA,NA,3,3,2
3087,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
3088,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
3089,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
3090,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
3091,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
3092,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
3093,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
3094,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
3095,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA
3096,2,1,NA,NA,NA,NA,1,1,1,NA,NA,NA,3,3,2
3097,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
3098,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
3099,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
3100,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA
3101,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
3102,1,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,1,1
3103,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
3104,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
3105,1,1,1,1,12,1,NA,NA,NA,NA,NA,NA,1,1,1
3106,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
3107,3,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2
3108,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
3109,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
3110,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
3111,1,2,5,1,12,1,NA,NA,NA,NA,NA,NA,3,3,2
3112,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
3113,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
3114,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1
3115,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
3116,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA
3117,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
3118,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
3119,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2
3120,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
3121,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
3122,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
3123,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3
3124,2,2,7,1,12,1,NA,NA,NA,NA,NA,NA,1,1,1
3125,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
3126,3,1,1,2,NA,NA,1,1,3,NA,NA,NA,4,4,3
3127,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
3128,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
3129,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
3130,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
3131,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
3132,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1
3133,1,2,1,1,12,1,NA,NA,NA,NA,NA,NA,1,1,1
3134,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
3135,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
3136,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,1
3137,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,3
3138,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
3139,1,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,1,1
3140,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
3141,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA
3142,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
3143,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
3144,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,1
3145,1,1,1,2,NA,NA,1,1,6,NA,NA,NA,1,1,1
3146,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3
3147,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
3148,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
3149,1,1,NA,NA,NA,NA,1,1,4,NA,NA,NA,1,1,1
3150,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
3151,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2
3152,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA
3153,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
3154,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA
3155,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
3156,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3
3157,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
3158,1,2,NA,NA,NA,NA,NA,NA,NA,1,2,3,1,1,1
3159,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
3160,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
3161,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA
3162,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
3163,3,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,4,4,3
3164,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA
3165,1,1,4,1,99,1,NA,NA,NA,NA,NA,NA,3,3,3
3166,3,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3
