"seqn","ocd150","ocq180","ocq210","ocd231","ocd241","ocq260","ocq265","ocd270","ocq290g","ocq290q","ocq380","ocd390g","ocd391","ocd392","ocd395","ocq510","ocq520","ocq530","ocq540","ocq550","ocq560","ocq570","ocq580"
51676,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,18,21,84,2,NA,1,7,2,NA,2,NA
51677,1,40,NA,5,21,1,1,132,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,1,2,1,11
51678,1,23,1,7,22,1,1,36,1,1,NA,1,9,17,216,1,3,2,NA,1,20,1,5
51679,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51680,1,40,NA,15,14,3,4,96,1,1,NA,2,NA,NA,NA,1,3,1,9,1,4,1,5
51683,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,5,21,168,2,NA,2,NA,2,NA,2,NA
51685,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,15,8,408,2,NA,2,NA,2,NA,2,NA
51687,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,15,1,168,2,NA,2,NA,2,NA,2,NA
51690,1,40,NA,6,21,1,1,60,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
51691,1,17,2,16,17,1,1,72,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
51692,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,13,4,84,2,NA,1,1,2,NA,1,0
51693,1,40,NA,17,14,1,2,60,2,NA,NA,1,8,16,600,2,NA,2,NA,2,NA,2,NA
51694,1,40,NA,5,21,1,3,96,2,NA,NA,2,NA,NA,NA,1,8,2,NA,1,8,1,8
51696,1,40,NA,8,16,1,4,24,2,NA,NA,1,2,1,144,2,NA,2,NA,2,NA,2,NA
51697,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,18,13,7,1,0,2,NA,2,NA,2,NA
51699,1,25,2,8,16,5,1,12,1,10,NA,1,6,21,48,1,1,1,2,1,7,1,1
51701,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,5,21,96,1,1,2,NA,1,1,1,5
51702,1,50,NA,12,19,1,1,12,2,NA,NA,2,NA,NA,NA,1,18,1,18,1,2,1,18
51703,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51704,1,40,NA,1,14,1,1,264,2,NA,NA,2,NA,NA,NA,1,21,2,NA,2,NA,2,NA
51705,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,8,16,36,2,NA,2,NA,2,NA,2,NA
51707,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,20,14,96,2,NA,2,NA,2,NA,2,NA
51708,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,9,22,108,1,9,1,9,1,9,1,9
51709,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,9,22,180,1,15,1,15,2,NA,2,NA
51710,1,40,NA,13,17,1,1,10,2,NA,NA,1,13,17,30,2,NA,2,NA,2,NA,2,NA
51711,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51712,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,8,17,600,2,NA,2,NA,2,NA,2,NA
51713,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,4,19,540,NA,NA,NA,NA,NA,NA,NA,NA
51714,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,10,20,372,1,4,2,NA,1,8,1,10
51715,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,8,22,144,1,13,1,13,1,13,2,NA
51718,1,44,NA,9,17,2,1,288,2,NA,NA,2,NA,NA,NA,1,3,2,NA,2,NA,2,NA
51719,1,15,2,19,17,1,1,12,1,1,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,1,1
51721,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,18,13,120,2,NA,2,NA,2,NA,2,NA
51722,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,14,14,3,1,0,1,0,1,0,1,0
51723,1,40,NA,16,17,1,1,6,2,NA,NA,1,8,16,96,2,NA,2,NA,2,NA,2,NA
51724,1,45,NA,6,2,1,1,60,2,NA,NA,2,NA,NA,NA,1,2,2,NA,2,NA,2,NA
51726,1,40,NA,10,17,1,1,24,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
51728,1,40,NA,11,1,1,1,240,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
51730,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,18,13,384,2,NA,2,NA,2,NA,2,NA
51731,1,40,NA,9,17,1,1,6,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
51732,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,5,21,132,1,9,2,NA,2,NA,1,9
51733,1,38,NA,5,17,1,1,144,2,NA,NA,2,NA,NA,NA,1,12,2,NA,1,2,2,NA
51734,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,4,19,36,1,2,2,NA,1,2,1,3
51735,1,30,1,16,17,1,1,24,2,NA,NA,1,15,8,360,1,3,2,NA,2,NA,2,NA
51736,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,8,16,204,2,NA,2,NA,2,NA,2,NA
51737,1,60,NA,9,22,1,4,7,2,NA,NA,2,NA,NA,NA,1,14,2,NA,1,14,1,1
51738,1,55,NA,4,21,1,4,36,2,NA,NA,2,NA,NA,NA,1,15,2,NA,1,2,2,NA
51740,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,9,14,144,1,10,1,10,2,NA,1,14
51741,1,34,2,8,16,1,1,0,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
51742,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51744,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,18,16,24,2,NA,2,NA,2,NA,2,NA
51745,1,50,NA,13,1,1,1,18,2,NA,NA,2,NA,NA,NA,2,NA,1,0,2,NA,2,NA
51746,1,42,NA,13,17,1,1,60,2,NA,NA,2,NA,NA,NA,1,4,2,NA,1,4,2,NA
51747,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,21,21,360,1,5,2,NA,2,NA,1,10
51748,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,6,21,300,2,NA,1,25,2,NA,2,NA
51749,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1,600,NA,NA,NA,NA,NA,NA,NA,NA
51750,1,40,NA,5,9,1,1,3,2,NA,NA,2,NA,NA,NA,1,10,1,10,2,NA,2,NA
51752,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,8,16,300,2,NA,1,9999,2,NA,2,NA
51754,1,36,NA,4,17,1,1,96,1,1,NA,2,NA,NA,NA,1,8,2,NA,1,20,2,NA
51756,1,30,2,11,17,1,1,3,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
51757,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,20,14,132,2,NA,2,NA,2,NA,1,11
51759,1,70,NA,5,20,1,1,132,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
51760,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,18,13,3,2,NA,2,NA,2,NA,2,NA
51761,1,40,NA,20,14,5,1,204,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,1,1
51762,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,18,16,36,2,NA,2,NA,2,NA,2,NA
51764,1,40,NA,16,11,1,1,12,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
51766,1,15,2,18,13,1,5,12,2,NA,NA,2,NA,NA,NA,1,1,1,1,2,NA,2,NA
51768,1,40,NA,13,2,1,1,2,2,NA,NA,1,7,16,240,1,20,1,20,1,20,1,10
51769,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,15,17,240,NA,NA,NA,NA,NA,NA,NA,NA
51770,1,40,NA,5,22,1,1,192,2,NA,NA,1,16,17,264,2,NA,2,NA,2,NA,1,16
51771,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,16,15,24,2,NA,2,NA,2,NA,2,NA
51772,1,15,1,16,15,1,2,72,2,NA,NA,2,NA,NA,NA,2,NA,1,0,2,NA,2,NA
51774,1,34,1,13,15,1,1,48,2,NA,NA,2,NA,NA,NA,1,2,2,NA,2,NA,2,NA
51775,1,45,NA,7,21,1,1,36,2,NA,NA,2,NA,NA,NA,1,1,2,NA,2,NA,2,NA
51776,1,40,NA,4,19,1,1,84,1,2,NA,2,NA,NA,NA,1,3,1,7,1,4,1,4
51777,1,37,NA,16,11,1,1,3,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,1,0
51778,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,18,360,1,30,2,NA,1,30,1,20
51779,1,40,NA,18,13,1,2,144,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
51780,1,10,2,16,17,1,1,360,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
51781,1,80,NA,16,3,1,5,5,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
51782,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,16,15,12,2,NA,2,NA,2,NA,2,NA
51783,1,42,NA,14,12,1,3,120,2,NA,NA,2,NA,NA,NA,2,NA,1,3,1,3,1,3
51784,1,25,2,14,14,5,1,12,2,NA,NA,1,4,19,120,1,10,1,11,2,NA,1,1
51787,1,35,NA,19,10,1,4,18,2,NA,NA,1,8,16,36,2,NA,2,NA,2,NA,1,3
51788,1,5,2,18,16,1,2,12,1,1,NA,2,NA,NA,NA,1,3,1,2,2,NA,1,1
51790,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,16,17,108,NA,NA,NA,NA,NA,NA,NA,NA
51791,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,13,4,60,2,NA,2,NA,2,NA,2,NA
51792,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51793,1,45,NA,11,17,1,1,96,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
51795,1,8,2,16,11,1,1,84,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,1,1,2,NA
51796,1,45,NA,1,16,1,1,48,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
51798,1,40,NA,7,5,5,5,48,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
51799,1,40,NA,1,18,1,1,144,1,1,NA,2,NA,NA,NA,1,12,2,NA,2,NA,2,NA
51801,1,55,NA,13,3,1,1,18,2,NA,NA,1,16,17,36,2,NA,1,2,2,NA,2,NA
51803,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,11,16,18,2,NA,2,NA,2,NA,2,NA
51804,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,11,1,300,NA,NA,NA,NA,NA,NA,NA,NA
51805,1,32,1,16,17,4,1,36,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
51806,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,7,22,3,2,NA,2,NA,2,NA,2,NA
51807,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,8,1,360,2,NA,2,NA,2,NA,2,NA
51808,1,40,NA,21,12,4,4,60,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,1,5
51809,2,NA,1,15,5,3,5,48,1,1,NA,1,15,5,108,2,NA,2,NA,2,NA,2,NA
51815,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,8,1,120,2,NA,2,NA,2,NA,2,NA
51816,1,40,NA,8,16,1,2,2,2,NA,NA,1,8,17,24,1,1,2,NA,2,NA,1,1
51817,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,3,3,384,NA,NA,NA,NA,NA,NA,NA,NA
51818,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,4,19,240,1,20,2,NA,2,NA,2,NA
51819,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,4,19,600,NA,NA,NA,NA,NA,NA,NA,NA
51820,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,5,1,456,NA,NA,NA,NA,NA,NA,NA,NA
51821,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,5,21,96,1,8,2,NA,2,NA,1,8
51822,1,40,NA,17,16,1,3,3,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
51823,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,16,6,72,NA,NA,NA,NA,NA,NA,NA,NA
51824,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,10,17,24,2,NA,2,NA,2,NA,2,NA
51825,1,40,NA,4,19,1,1,5,2,NA,NA,2,NA,NA,NA,1,3,1,3,1,1,1,3
51828,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,15,13,360,2,NA,1,30,2,NA,2,NA
51829,1,24,2,16,10,1,1,108,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
51830,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,16,10,84,2,NA,2,NA,2,NA,2,NA
51831,1,40,NA,8,22,1,1,12,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
51832,1,40,NA,13,4,1,1,48,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
51833,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,18,13,120,2,NA,2,NA,2,NA,2,NA
51834,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51836,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3,22,22,156,2,NA,2,NA,1,1,2,NA
51839,1,40,NA,16,11,1,4,5,2,NA,NA,1,9,22,120,1,2,1,3,2,NA,2,NA
51842,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51843,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,20,14,24,1,1,1,2,2,NA,1,2
51844,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,6,17,360,2,NA,2,NA,2,NA,2,NA
51845,1,15,2,8,16,1,1,48,2,NA,NA,1,16,11,168,2,NA,1,3,2,NA,1,1
51846,1,100,NA,1,1,1,5,240,2,NA,NA,2,NA,NA,NA,1,20,1,20,1,20,1,20
51848,1,48,NA,6,21,1,4,120,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,1,4,1,10
51849,1,72,NA,16,6,1,4,24,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
51850,1,35,NA,13,3,5,1,48,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
51851,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,18,14,96,2,NA,2,NA,2,NA,2,NA
51853,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,18,13,0,1,0,2,NA,2,NA,2,NA
51854,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,1,18,60,1,5,1,5,2,NA,2,NA
51855,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,5,21,300,2,NA,2,NA,2,NA,2,NA
51856,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,17,16,180,2,NA,2,NA,2,NA,2,NA
51857,1,50,NA,11,3,1,1,84,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
51858,1,24,2,20,14,5,1,156,1,6,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,1,13
51861,1,21,2,9,20,1,1,444,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51863,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,16,10,480,2,NA,1,40,2,NA,2,NA
51865,1,40,NA,21,17,1,1,7,2,NA,NA,1,21,20,96,2,NA,2,NA,1,8,1,1
51866,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,5,19,444,1,8,2,NA,2,NA,1,37
51867,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,10,9,84,1,1,2,NA,2,NA,2,NA
51868,1,40,NA,4,1,1,1,48,2,NA,NA,2,NA,NA,NA,1,1,1,1,2,NA,2,NA
51871,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,12,13,36,2,NA,1,3,2,NA,2,NA
51873,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,18,13,7,2,NA,2,NA,2,NA,2,NA
51874,1,40,NA,4,20,1,1,84,2,NA,NA,2,NA,NA,NA,1,5,2,NA,2,NA,1,36
51875,1,2,2,13,14,1,2,48,2,NA,NA,1,16,11,216,2,NA,2,NA,2,NA,2,NA
51877,2,NA,1,19,6,5,5,240,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,1,18,2,NA
51878,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,10,20,240,1,36,2,NA,2,NA,1,23
51880,1,43,NA,1,22,1,1,252,2,NA,NA,2,NA,NA,NA,1,21,1,21,2,NA,2,NA
51882,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,16,15,12,2,NA,2,NA,2,NA,2,NA
51883,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,5,21,120,1,3,2,NA,2,NA,1,10
51885,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,19,180,2,NA,2,NA,2,NA,2,NA
51886,1,38,NA,18,13,1,1,60,2,NA,NA,2,NA,NA,NA,2,NA,1,0,2,NA,2,NA
51887,1,40,NA,18,13,1,4,48,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
51888,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,3,1,492,2,NA,2,NA,2,NA,2,NA
51889,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,5,17,240,1,20,2,NA,2,NA,2,NA
51891,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,5,21,468,1,39,2,NA,1,39,1,39
51892,1,30,1,9,22,1,1,36,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,1,3,2,NA
51893,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,5,21,180,1,15,2,NA,2,NA,2,NA
51895,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,19,15,48,2,NA,1,40,1,22,1,40
51896,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51898,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,16,17,60,2,NA,2,NA,2,NA,2,NA
51899,1,40,NA,18,1,1,1,180,1,1,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
51900,1,30,2,16,6,1,1,12,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
51902,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,6,17,180,1,3,2,NA,2,NA,1,4
51903,1,40,NA,11,16,1,2,36,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
51904,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,15,9,0,2,NA,2,NA,2,NA,2,NA
51905,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,4,19,216,1,18,1,18,1,5,1,18
51906,1,50,NA,4,1,5,1,84,2,NA,NA,2,NA,NA,NA,1,10,2,NA,2,NA,2,NA
51907,1,52,NA,20,15,3,3,120,2,NA,NA,1,5,21,60,1,5,2,NA,1,5,2,NA
51908,1,48,NA,18,13,1,3,84,2,NA,NA,2,NA,NA,NA,2,NA,1,7,2,NA,2,NA
51909,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3,22,23,180,1,2,2,NA,1,15,2,NA
51911,1,48,NA,18,13,5,1,192,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
51912,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,18,16,120,2,NA,2,NA,2,NA,2,NA
51915,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,9,22,48,2,NA,2,NA,1,2,1,1
51916,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,13,17,120,2,NA,2,NA,2,NA,2,NA
51917,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,8,16,1,2,NA,2,NA,2,NA,2,NA
51918,1,43,NA,8,16,1,4,9,2,NA,NA,1,17,15,60,1,0,2,NA,1,0,1,2
51919,1,16,2,21,17,3,1,24,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
51921,1,24,1,14,21,1,1,0,1,8,NA,2,NA,NA,NA,1,20,2,NA,1,30,1,20
51922,1,38,NA,14,12,1,4,36,1,8,NA,2,NA,NA,NA,1,3,2,NA,2,NA,2,NA
51923,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,15,8,24,2,NA,2,NA,2,NA,2,NA
51924,1,17,2,16,11,1,4,30,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
51925,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,14,22,276,NA,NA,NA,NA,NA,NA,NA,NA
51928,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,16,10,396,2,NA,2,NA,2,NA,2,NA
51929,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,16,10,300,NA,NA,NA,NA,NA,NA,NA,NA
51930,1,42,NA,17,9,1,1,108,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
51931,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51933,1,24,1,4,1,5,1,444,2,NA,NA,2,NA,NA,NA,1,37,1,37,2,NA,1,37
51936,1,32,2,15,9,4,1,120,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
51940,1,42,NA,21,12,1,4,96,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
51941,1,62,NA,16,1,1,1,48,2,NA,NA,2,NA,NA,NA,2,NA,1,4,2,NA,2,NA
51942,1,60,NA,16,11,1,1,1,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
51943,1,80,NA,15,8,4,1,120,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
51944,1,60,NA,4,19,1,4,180,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,1,15,1,10
51945,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,18,16,42,2,NA,2,NA,2,NA,2,NA
