"seqn","fsd032a","fsd032b","fsd032c","fsd041","fsd052","fsd061","fsd071","fsd081","fsd092","fsd102","fsd032d","fsd032e","fsd032f","fsd111","fsd122","fsd132","fsd141","fsd146","fsdhh","fsdad","fsdch","fsd151","fsd401","fsd421","fsd431","fsd411","fsd440","fsd451","fsq165","fsq171","fsd225","fsq235","fsq162","fsd650zc","fsd660zc","fsd675","fsd680","fsd670zc","fsq690","fsq695","fsd650zw","fsd660zw","fsd670zw"
54268,2,3,3,2,NA,2,2,2,NA,NA,3,3,3,NA,NA,NA,NA,NA,2,2,1,2,3,3,3,3,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54269,3,3,3,NA,NA,NA,NA,NA,NA,NA,3,3,3,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54270,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,1,1,51,328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54271,3,3,1,1,2,2,2,2,2,NA,3,3,3,NA,NA,NA,NA,NA,3,3,1,2,NA,NA,NA,NA,NA,NA,1,1,21,570,2,NA,NA,1,1,60,1,5,NA,NA,NA
54272,1,2,2,1,2,1,2,2,2,NA,1,2,3,1,1,2,2,2,4,4,4,2,NA,NA,NA,NA,NA,NA,1,1,46,200,2,1,2,1,1,12,1,3,NA,NA,NA
54273,3,3,2,2,NA,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,1,3,3,3,3,2,NA,1,1,12,125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54274,3,3,3,NA,NA,NA,NA,NA,NA,NA,3,3,3,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54275,3,2,2,2,NA,2,2,2,NA,NA,2,3,3,2,2,NA,2,2,3,2,2,2,3,3,3,3,NA,NA,1,1,50,400,9,1,2,1,1,60,1,3,NA,NA,NA
54276,1,2,2,2,NA,1,2,2,2,NA,3,3,3,NA,NA,NA,NA,NA,3,3,1,1,3,3,3,3,NA,NA,1,1,21,300,2,NA,NA,1,1,60,1,2,NA,NA,NA
54277,2,3,3,2,NA,2,2,2,NA,NA,3,3,3,NA,NA,NA,NA,NA,2,2,1,2,3,3,3,3,2,NA,1,1,29,432,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54278,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,1,1,55555,162,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54279,3,3,3,NA,NA,NA,NA,NA,NA,NA,3,3,3,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,1,1,15,305,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54280,3,3,2,1,3,1,1,2,2,NA,1,1,2,2,2,NA,2,2,3,3,3,1,3,3,3,3,2,NA,1,1,5,202,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54281,3,3,3,NA,NA,NA,NA,NA,NA,NA,3,3,3,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,1,1,48,1,1,NA,NA,NA
54282,2,2,2,1,2,2,2,2,2,NA,3,3,3,NA,NA,NA,NA,NA,3,3,1,2,3,3,3,3,NA,NA,2,NA,NA,NA,1,1,1,1,NA,6,1,4,NA,NA,NA
54283,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54284,2,2,2,1,3,1,1,1,2,NA,3,3,3,NA,NA,NA,NA,NA,3,4,1,1,2,2,2,2,2,2,1,1,1,315,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54285,3,3,3,NA,NA,NA,NA,NA,NA,NA,3,3,3,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,1,2,1,1,12,1,1,NA,NA,NA
54286,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,1,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54287,3,3,3,NA,NA,NA,NA,NA,NA,NA,3,3,3,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54288,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54289,3,3,3,NA,NA,NA,NA,NA,NA,NA,3,3,3,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,1,1,9,242,1,1,1,1,1,48,1,2,NA,NA,NA
54290,2,2,3,1,2,2,2,2,2,NA,2,3,3,2,2,NA,2,2,3,3,2,2,3,3,3,3,2,NA,1,1,22,360,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54291,3,3,3,NA,NA,NA,NA,NA,NA,NA,3,3,3,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54292,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54293,3,3,3,NA,NA,NA,NA,NA,NA,NA,3,3,3,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,2,NA,2,2,0,2,NA,NA,NA,NA
54294,2,2,3,2,NA,2,2,2,NA,NA,3,3,3,NA,NA,NA,NA,NA,2,2,1,2,NA,NA,NA,NA,NA,NA,1,2,NA,NA,2,NA,NA,1,1,60,1,99,NA,NA,NA
54295,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54296,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54297,2,2,2,1,1,1,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA,2,2,2,2,2,1,2,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54298,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54299,2,2,3,2,NA,1,2,2,2,NA,3,3,3,NA,NA,NA,NA,NA,3,3,1,1,3,3,3,3,2,NA,1,1,7,499,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54300,3,3,3,NA,NA,NA,NA,NA,NA,NA,3,3,3,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54301,3,3,3,NA,NA,NA,NA,NA,NA,NA,3,3,3,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54302,2,2,2,2,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,2,2,3,3,3,2,2,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54303,2,2,2,1,3,1,2,2,2,NA,3,3,3,NA,NA,NA,NA,NA,3,3,1,1,3,3,3,3,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54304,3,3,3,NA,NA,NA,NA,NA,NA,NA,3,3,3,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54305,3,3,3,NA,NA,NA,NA,NA,NA,NA,3,3,3,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,1,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54306,3,3,3,NA,NA,NA,NA,NA,NA,NA,3,3,3,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,1,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54307,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54308,3,3,2,1,3,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,2,3,3,3,3,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54309,3,3,3,NA,NA,NA,NA,NA,NA,NA,3,3,3,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54310,3,3,3,NA,NA,NA,NA,NA,NA,NA,3,3,3,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54311,3,3,3,NA,NA,NA,NA,NA,NA,NA,3,3,3,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,1,1,112,200,1,1,2,1,NA,2,1,99,NA,NA,NA
54312,1,1,1,1,2,1,1,2,2,NA,1,1,1,2,2,NA,1,2,4,4,3,1,1,3,3,3,2,2,1,1,9,324,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54313,3,3,3,NA,NA,NA,NA,NA,NA,NA,3,3,3,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,1,2,NA,NA,2,1,2,1,1,24,1,1,NA,NA,NA
54314,3,2,3,2,NA,2,2,2,NA,NA,3,3,3,NA,NA,NA,NA,NA,2,2,1,2,3,3,3,3,NA,NA,2,NA,NA,NA,2,2,NA,2,2,0,2,NA,NA,NA,NA
54315,1,3,2,2,NA,2,2,2,NA,NA,3,3,3,NA,NA,NA,NA,NA,2,2,1,2,3,3,3,3,NA,NA,2,NA,NA,NA,2,NA,NA,1,1,48,1,2,NA,NA,NA
54316,2,2,3,2,NA,2,2,2,NA,NA,3,3,3,NA,NA,NA,NA,NA,2,2,1,1,3,3,3,3,NA,NA,2,NA,NA,NA,1,1,1,2,1,24,2,NA,NA,NA,NA
54317,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54318,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54319,3,3,3,NA,NA,NA,NA,NA,NA,NA,3,3,3,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,1,1,1,77777,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54320,3,3,3,NA,NA,NA,NA,NA,NA,NA,3,3,3,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,1,1,21,560,1,1,1,1,NA,9,2,NA,NA,NA,NA
54321,2,2,3,2,NA,2,2,2,NA,NA,3,3,3,NA,NA,NA,NA,NA,2,2,1,1,3,3,3,3,NA,NA,2,NA,NA,NA,1,1,2,1,1,12,2,NA,NA,NA,NA
54322,1,2,2,2,NA,1,2,2,2,NA,3,3,3,NA,NA,NA,NA,NA,3,3,1,2,3,3,3,3,NA,NA,1,1,6,442,1,1,1,1,1,24,1,2,NA,NA,NA
54323,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,1,1,10,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54324,7,7,2,7,NA,7,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2,2,3,2,1,2,7,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54325,3,3,3,NA,NA,NA,NA,NA,NA,NA,3,3,3,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54326,1,3,3,2,NA,2,2,2,NA,NA,3,3,3,NA,NA,NA,NA,NA,2,2,1,2,3,3,3,3,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54327,3,3,2,2,NA,2,2,2,NA,NA,3,3,3,NA,NA,NA,NA,NA,2,2,1,2,3,3,3,3,NA,NA,2,NA,NA,NA,2,NA,NA,1,1,36,1,3,NA,NA,NA
54328,3,3,3,NA,NA,NA,NA,NA,NA,NA,3,3,3,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,2,NA,2,NA,0,2,NA,NA,NA,NA
54329,1,1,1,1,3,1,2,1,2,NA,2,2,2,1,2,NA,2,2,4,4,3,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,2,2,0,2,NA,NA,NA,NA
54330,2,3,3,2,NA,2,2,2,NA,NA,3,3,3,NA,NA,NA,NA,NA,2,2,1,2,3,3,3,3,2,NA,1,1,20,400,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54331,2,3,3,2,NA,2,2,2,NA,NA,3,3,3,NA,NA,NA,NA,NA,2,2,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,1,36,1,99,NA,NA,NA
54332,3,3,3,NA,NA,NA,NA,NA,NA,NA,3,3,3,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54333,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54334,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54335,3,3,3,NA,NA,NA,NA,NA,NA,NA,3,3,3,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA
54336,2,3,3,2,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,2,3,3,3,3,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54337,2,2,3,1,2,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA,2,1,2,3,3,2,2,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54338,2,2,2,1,1,1,2,2,2,NA,2,2,3,1,1,2,1,2,4,4,4,1,1,1,2,2,1,2,1,1,55555,77777,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54339,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54340,3,3,3,NA,NA,NA,NA,NA,NA,NA,3,3,3,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54341,3,3,3,NA,NA,NA,NA,NA,NA,NA,3,3,3,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54342,3,3,3,NA,NA,NA,NA,NA,NA,NA,3,3,3,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54343,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54344,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54345,2,2,3,2,NA,2,2,2,NA,NA,3,3,3,NA,NA,NA,NA,NA,2,2,1,2,3,3,3,3,NA,NA,1,1,51,420,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54346,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54347,3,3,3,NA,NA,NA,NA,NA,NA,NA,3,3,3,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,1,1,22,212,2,NA,NA,1,1,24,2,NA,NA,NA,NA
54348,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54349,2,2,3,1,2,1,2,9,2,NA,3,3,3,NA,NA,NA,NA,NA,3,3,1,1,3,3,3,3,2,NA,1,1,10,292,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54350,3,3,3,NA,NA,NA,NA,NA,NA,NA,3,3,3,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,2,NA,2,2,0,2,NA,NA,NA,NA
54351,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54352,3,3,3,NA,NA,NA,NA,NA,NA,NA,3,3,3,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,9,9,999,9,NA,NA,NA,NA
54353,3,3,3,NA,NA,NA,NA,NA,NA,NA,3,3,3,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,1,2,1,1,36,1,1,NA,NA,NA
54354,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54355,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54356,3,3,3,NA,NA,NA,NA,NA,NA,NA,3,3,3,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54357,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,1,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54358,3,3,3,NA,NA,NA,NA,NA,NA,NA,3,3,3,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54359,3,3,2,2,NA,2,2,2,NA,NA,2,2,2,2,2,NA,2,2,3,2,3,2,3,3,3,3,2,NA,1,1,15,260,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA
54360,3,3,3,NA,NA,NA,NA,NA,NA,NA,3,3,3,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,1,1,60,1,99,NA,NA,NA
54361,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54362,3,3,3,NA,NA,NA,NA,NA,NA,NA,3,3,3,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,1,2,12,2,NA,NA,NA,NA
54363,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54364,2,2,2,2,NA,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,2,3,3,3,3,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54365,3,3,3,NA,NA,NA,NA,NA,NA,NA,3,3,3,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,1,1,86,400,2,NA,NA,2,2,0,2,NA,NA,NA,NA
54366,1,1,1,1,1,1,1,1,1,2,2,2,2,1,2,NA,2,2,4,4,3,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54367,3,3,3,NA,NA,NA,NA,NA,NA,NA,3,3,3,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54368,3,3,3,NA,NA,NA,NA,NA,NA,NA,3,3,3,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,1,1,3,230,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54369,2,2,2,2,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,2,3,3,3,3,2,NA,1,1,123,162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54370,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54371,3,3,3,NA,NA,NA,NA,NA,NA,NA,3,3,3,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,1,1,99999,99999,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54372,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54373,3,3,3,NA,NA,NA,NA,NA,NA,NA,3,3,3,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,2,NA,2,2,0,2,NA,NA,NA,NA
54374,2,3,3,2,NA,2,2,2,NA,NA,3,3,3,NA,NA,NA,NA,NA,2,2,1,2,3,3,3,3,NA,NA,2,NA,NA,NA,2,2,NA,1,1,18,2,NA,NA,NA,NA
54375,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54376,2,2,3,2,NA,2,2,2,NA,NA,2,3,3,2,2,NA,2,2,3,2,2,2,3,3,3,3,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54377,3,3,3,NA,NA,NA,NA,NA,NA,NA,3,3,3,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,1,2,1,1,60,1,2,NA,NA,NA
54378,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54379,2,2,2,2,NA,2,2,2,NA,NA,3,3,3,NA,NA,NA,NA,NA,3,3,1,2,3,3,3,3,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54380,3,3,3,NA,NA,NA,NA,NA,NA,NA,3,3,3,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,1,1,2,1,12,2,NA,NA,NA,NA
54381,2,2,2,2,NA,1,1,1,1,2,3,3,3,NA,NA,NA,NA,NA,4,4,1,2,2,1,2,2,2,2,1,1,30,700,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54382,3,3,3,NA,NA,NA,NA,NA,NA,NA,3,3,3,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,2,2,0,2,NA,NA,NA,NA
54383,3,3,3,NA,NA,NA,NA,NA,NA,NA,3,3,3,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54384,3,3,3,NA,NA,NA,NA,NA,NA,NA,3,3,3,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,2,NA,2,2,0,2,NA,NA,NA,NA
54385,3,3,3,NA,NA,NA,NA,NA,NA,NA,3,3,3,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,1,1,48,1,7,NA,NA,NA
54386,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
