"seqn","inq020","inq012","inq030","inq060","inq080","inq090","inq132","inq140","inq150","ind235","indfmmpi","indfmmpc","inq300","ind310","inq320"
88985,2,1,2,2,2,2,2,2,2,12,5,3,1,NA,1
88986,1,2,2,2,2,2,2,2,2,3,1.11,1,2,1,2
88987,1,2,2,2,1,2,2,2,2,4,0.9,1,2,2,1
88988,1,2,2,2,2,2,2,2,2,3,0.51,1,2,1,1
88989,2,1,2,2,2,2,2,2,2,99,NA,1,2,1,1
88990,1,2,2,2,2,2,2,2,2,3,0.81,1,2,1,1
88991,1,2,2,2,2,2,2,2,2,7,3.47,3,1,NA,1
88992,1,2,2,2,2,2,2,2,2,6,1.61,2,1,NA,1
88993,1,2,2,2,2,2,2,2,2,11,2.96,3,2,5,1
88994,1,2,2,2,2,2,2,2,2,4,0.55,1,2,1,1
88995,1,2,2,2,2,2,2,2,2,5,0.99,1,2,1,1
88996,1,2,2,2,2,2,1,2,2,12,3.64,3,2,2,1
88997,1,2,2,2,2,2,2,1,2,12,5,3,1,NA,1
88998,7,2,7,7,7,7,7,7,7,NA,NA,NA,NA,NA,1
88999,1,2,2,2,2,2,2,2,2,77,NA,1,2,1,1
89000,2,2,1,2,1,2,2,2,2,99,NA,9,1,NA,1
89001,1,2,2,2,2,2,2,2,2,4,0.79,1,2,1,1
89002,1,2,2,2,2,2,2,2,2,12,5,3,1,NA,1
89003,1,2,2,1,1,2,2,1,2,9,3.77,3,2,1,1
89004,1,2,2,2,2,2,2,2,2,7,1.14,1,2,1,1
89005,1,2,1,2,1,1,2,2,2,9,2.11,3,1,NA,1
89006,1,2,2,1,2,1,2,2,2,12,2.65,3,9,NA,1
89007,1,2,2,2,2,2,2,1,2,12,5,3,1,NA,1
89008,1,2,2,2,2,2,2,2,1,10,2.72,3,1,NA,1
89009,2,2,1,2,2,2,2,2,2,3,1.05,1,2,1,6
89010,1,2,2,2,2,2,2,2,2,7,1.67,2,2,2,1
89011,1,2,1,1,2,2,2,2,2,7,1.73,2,2,1,1
89012,1,2,2,2,2,2,2,1,2,2,0.36,1,2,1,3
89013,1,2,2,2,2,2,2,1,2,12,5,3,1,NA,1
89014,1,2,2,7,7,2,2,7,7,77,NA,7,7,NA,1
89015,1,2,1,2,1,2,2,1,1,11,5,3,1,NA,1
89016,1,2,2,2,2,2,2,2,2,5,1.18,1,2,1,1
89017,1,2,1,2,2,2,2,2,2,7,1.48,2,2,1,1
89018,1,2,2,2,2,2,2,2,2,8,2.38,3,2,1,1
89019,1,1,2,2,2,2,2,2,2,5,2.02,3,2,1,4
89020,1,2,1,1,1,1,2,1,1,12,5,3,1,NA,2
89021,2,2,1,1,2,2,2,2,2,4,0.79,1,2,1,3
89022,1,1,1,2,2,2,2,2,2,6,1.96,3,2,1,1
89023,1,2,2,2,2,2,2,2,2,12,4.2,3,1,NA,1
89024,2,2,2,2,2,2,2,2,2,99,NA,3,2,99,4
89025,1,2,2,2,2,2,2,2,2,99,NA,9,2,1,1
89026,1,1,2,2,2,2,2,1,2,12,4.94,3,1,NA,1
89027,1,2,2,2,2,2,2,2,2,6,1.22,1,2,1,1
89028,1,2,2,2,2,2,2,1,2,8,2.39,3,2,5,1
89029,1,2,2,2,2,1,2,2,2,7,1.48,2,2,1,1
89030,1,1,2,2,2,2,2,1,2,77,NA,3,2,3,1
89031,1,2,2,2,2,2,2,2,2,11,3.22,3,2,3,1
89032,1,2,1,2,1,2,2,1,1,11,3.46,3,1,NA,1
89033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89034,1,2,1,2,2,2,2,1,2,7,2.41,3,1,NA,1
89035,2,2,1,2,2,2,2,2,2,2,0.53,1,2,99,1
89036,1,1,2,2,2,2,2,2,2,8,1.98,3,1,NA,1
89037,2,2,1,2,2,1,2,2,2,6,1.01,1,2,1,1
89038,1,2,1,2,1,2,2,1,2,8,2.26,3,1,NA,1
89039,1,2,2,2,2,2,2,2,1,6,0.77,1,2,1,3
89040,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89041,1,1,2,2,2,2,2,2,1,9,1.84,2,2,3,1
89042,2,2,2,2,2,2,2,2,2,1,0,1,2,1,4
89043,1,2,2,2,2,2,2,2,2,12,5,3,2,3,1
89044,1,2,2,2,2,2,2,2,2,12,5,3,1,NA,1
89045,2,2,2,2,2,2,1,2,2,3,0.29,1,2,1,2
89046,2,2,2,2,2,1,2,2,2,12,5,3,2,1,1
89047,1,2,2,2,2,2,2,2,2,7,3.57,3,2,2,1
89048,1,2,2,2,2,2,2,2,1,8,1.47,2,2,1,1
89049,1,2,2,2,2,2,2,1,2,12,5,3,1,NA,1
89050,1,2,1,2,2,2,2,2,2,10,2.21,3,2,2,1
89051,1,2,1,1,1,2,2,1,1,8,2.38,3,1,NA,1
89052,1,1,1,2,2,2,2,2,2,5,0.74,1,2,1,1
89053,1,1,2,2,2,2,2,1,1,11,4.76,3,1,NA,1
89054,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,2
89055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89056,2,2,2,2,2,2,2,2,1,3,0.33,1,2,1,1
89057,1,2,2,2,2,2,2,2,2,7,1.79,2,2,1,1
89058,2,2,1,2,1,2,2,2,2,7,2.62,3,1,NA,1
89059,1,1,2,2,2,2,2,2,2,5,1.19,1,2,1,1
89060,1,2,2,2,2,2,2,2,2,99,NA,2,1,NA,1
89061,1,2,2,2,2,2,2,2,2,12,5,3,1,NA,1
89062,1,1,2,2,2,2,2,1,2,12,5,3,1,NA,1
89063,1,2,2,2,2,2,2,2,2,7,3.43,3,2,1,1
89064,2,2,1,2,2,2,2,2,2,4,1.67,2,2,1,1
89065,1,2,2,2,2,2,2,2,2,3,0.83,1,2,1,1
89066,1,2,2,2,2,2,2,2,2,4,0.79,1,2,1,1
89067,1,1,2,2,2,2,2,2,2,7,1.73,2,1,NA,1
89068,1,2,1,2,1,2,2,2,2,10,2.96,3,2,1,1
89069,1,2,2,2,1,2,2,2,2,99,NA,3,1,NA,2
89070,1,2,1,2,2,2,2,2,2,4,0.9,1,2,1,1
89071,2,2,2,2,2,1,2,2,1,2,0.41,1,2,1,3
89072,1,2,2,2,2,2,2,2,2,99,NA,2,2,1,1
89073,1,2,1,2,2,2,2,2,2,3,0.88,1,2,1,1
89074,1,2,2,2,2,2,2,2,1,8,1.17,1,2,1,2
89075,2,2,1,2,2,2,2,2,2,99,NA,1,2,1,1
89076,1,1,2,2,2,2,2,2,1,2,0.25,1,2,3,1
89077,2,2,1,1,1,2,2,2,2,7,2.08,3,1,NA,1
89078,1,2,2,2,2,2,2,1,1,7,1.48,2,2,1,1
89079,2,2,1,2,1,2,2,1,2,NA,NA,NA,NA,NA,1
89080,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89081,2,2,2,2,2,2,2,2,2,1,0,1,2,1,4
89082,2,1,2,2,2,2,2,2,2,12,5,3,1,NA,1
89083,1,1,2,2,2,2,2,2,2,10,2.62,3,1,NA,1
89084,2,2,1,1,1,1,2,2,2,3,0.78,1,2,1,1
89085,1,2,2,2,2,2,2,2,2,9,1.77,2,2,2,1
89086,1,2,2,2,2,2,2,2,2,8,1.77,2,2,1,1
89087,1,1,2,2,2,2,2,2,2,7,2.26,3,2,4,1
89088,1,2,1,2,2,2,2,2,2,NA,NA,NA,NA,NA,1
89089,1,2,2,1,2,1,2,2,1,9,1.99,3,2,2,1
89090,1,2,2,2,2,2,2,1,2,12,5,3,1,NA,1
89091,2,2,2,1,2,1,2,2,2,2,0.71,1,2,1,1
89092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89093,1,2,2,2,2,2,2,2,2,1,0,1,2,1,1
89094,1,2,2,2,2,1,2,2,2,4,0.64,1,2,1,1
89095,1,2,2,2,2,2,2,2,2,8,2.38,3,2,1,1
89096,2,2,1,2,2,2,2,2,2,3,0.75,1,2,1,3
89097,1,2,1,2,2,2,2,2,2,6,2.12,3,2,1,1
89098,1,2,2,2,2,2,2,2,2,12,5,3,2,1,1
89099,1,2,1,2,1,2,2,2,2,8,3,3,2,4,1
89100,1,2,1,2,2,2,2,2,2,NA,NA,NA,NA,NA,1
89101,1,1,1,2,2,1,2,2,2,6,1.05,1,2,1,1
89102,2,2,1,2,2,1,2,2,2,2,0.59,1,2,1,1
89103,1,2,1,2,2,2,2,2,2,6,1.49,2,2,1,1
89104,1,2,2,2,2,2,2,2,2,5,1.19,1,2,1,2
89105,1,1,2,2,2,2,2,2,2,8,1.12,1,2,1,1
89106,1,2,2,1,2,2,2,2,1,12,3.59,3,1,NA,1
89107,2,2,1,2,2,2,2,2,2,4,1.48,2,2,1,3
89108,1,2,2,2,2,2,2,1,2,10,4.49,3,1,NA,1
89109,1,2,2,2,2,1,2,2,2,7,1.83,2,2,1,1
89110,1,2,2,2,2,2,2,2,2,9,2.99,3,1,NA,1
89111,1,1,2,2,2,2,2,2,2,9,3.75,3,2,4,1
89112,2,1,2,2,2,2,2,2,2,99,NA,1,2,2,1
89113,1,2,2,2,2,2,2,2,1,9,2.37,3,2,4,1
89114,1,1,1,2,1,2,2,2,2,11,2.75,3,2,99,1
89115,1,2,2,2,2,2,2,2,2,5,1.84,2,2,1,1
89116,1,2,2,2,2,2,2,2,2,99,NA,1,2,1,1
89117,1,1,2,2,2,2,2,2,2,12,5,3,1,NA,1
89118,1,2,2,2,2,1,2,2,2,5,0.59,1,2,1,1
89119,1,2,2,2,2,2,2,1,2,12,5,3,1,NA,4
89120,1,2,2,2,2,2,2,2,2,3,0.49,1,2,1,2
89121,1,2,2,2,2,2,2,2,2,5,0.89,1,2,1,1
89122,1,2,1,2,2,2,1,1,2,5,0.65,1,1,NA,2
89123,1,1,2,2,2,2,2,2,2,3,0.54,1,2,1,1
89124,1,2,2,2,2,2,2,2,2,4,1.62,2,2,1,1
89125,2,1,2,2,2,2,2,2,2,6,1.06,1,2,1,3
89126,1,2,2,2,2,2,2,2,2,8,2.38,3,2,1,1
89127,1,1,1,1,2,2,2,2,2,6,2.1,3,2,1,1
89128,1,2,2,2,2,2,2,2,2,6,1.49,2,2,1,1
89129,2,2,1,2,2,2,2,1,2,99,NA,1,2,1,3
89130,1,2,2,2,2,2,2,2,2,9,5,3,1,NA,1
89131,1,1,2,2,2,2,2,2,2,7,1.48,2,2,1,1
89132,1,2,2,2,2,2,2,2,2,2,0.35,1,2,1,1
89133,1,2,2,2,2,2,2,1,2,12,5,3,1,NA,1
89134,1,1,2,2,2,2,2,2,2,8,2.14,3,2,1,1
89135,1,2,2,2,2,2,2,2,2,8,2.53,3,2,1,2
89136,1,2,1,2,2,1,2,2,2,3,0.44,1,2,1,1
89137,1,1,2,2,2,2,2,1,2,12,5,3,1,NA,4
89138,1,2,2,2,2,2,2,2,2,10,2.32,3,2,3,1
89139,1,1,2,2,2,2,2,2,1,2,0.25,1,2,3,1
89140,1,2,2,2,2,2,1,2,2,5,0.65,1,2,1,1
89141,1,1,2,2,2,2,2,2,2,11,3.12,3,1,NA,1
89142,1,2,2,2,2,2,2,2,2,4,0.63,1,2,1,1
89143,1,2,2,2,2,2,2,2,2,6,0.89,1,2,1,6
89144,2,2,1,2,1,2,2,1,2,10,4.14,3,1,NA,1
89145,2,1,2,2,2,2,1,2,1,2,0.24,1,2,1,1
89146,1,2,1,2,2,2,2,2,2,7,1.48,2,2,1,1
89147,1,2,2,2,2,1,2,2,2,2,0.31,1,2,3,2
89148,1,2,2,2,2,2,1,2,2,4,0.56,1,2,1,1
89149,2,2,1,1,2,2,2,2,2,4,1.03,1,2,1,1
89150,1,1,2,2,2,2,2,2,1,6,0.81,1,2,1,1
89151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89152,1,2,2,2,2,2,2,2,2,6,0.73,1,2,1,1
89153,2,1,1,2,2,2,2,2,2,6,1.88,3,1,NA,1
89154,1,2,2,2,2,2,2,2,2,4,0.59,1,2,1,1
89155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89156,1,2,1,2,2,2,2,2,2,5,0.72,1,2,1,1
89157,1,2,2,2,2,2,2,2,2,99,NA,1,2,1,1
89158,1,1,2,2,2,2,2,1,1,99,NA,9,9,NA,1
89159,1,1,2,2,2,2,2,2,2,6,1.24,1,2,1,1
89160,1,1,2,2,2,2,2,2,2,1,0,1,2,1,1
89161,2,2,1,2,2,2,2,2,2,2,0.69,1,2,1,6
89162,1,2,2,2,2,2,2,2,2,7,1.48,2,2,1,2
89163,1,2,2,2,2,2,2,2,2,7,2.25,3,2,1,1
89164,1,1,2,2,2,2,2,7,7,77,NA,3,7,NA,1
89165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89166,1,1,2,2,2,2,2,2,2,11,5,3,1,NA,1
89167,1,2,2,2,2,2,2,2,2,7,1.67,2,2,2,1
89168,1,2,2,2,2,2,2,2,2,3,1.01,1,2,1,1
89169,1,1,2,2,2,2,2,2,2,8,1.66,2,2,1,1
89170,2,2,2,2,2,2,2,2,2,3,0.49,1,2,1,1
89171,2,2,1,1,2,2,2,1,2,6,2.02,3,2,4,1
89172,1,2,1,2,2,1,2,2,2,7,1.1,1,2,1,1
89173,1,2,2,2,1,2,2,1,2,12,5,3,1,NA,1
89174,1,1,2,2,2,2,2,2,2,99,NA,3,1,NA,1
89175,1,2,2,2,2,2,2,2,2,10,4.22,3,2,1,1
89176,1,2,2,2,2,2,2,1,2,12,5,3,1,NA,1
89177,1,1,2,2,2,2,2,1,2,12,5,3,1,NA,1
89178,1,2,2,2,2,2,2,2,2,4,1.52,2,2,1,3
89179,1,2,2,2,2,2,2,2,2,5,1.19,1,1,NA,1
89180,1,2,2,2,2,2,2,2,2,7,1.29,1,2,1,1
89181,1,2,2,2,2,2,2,1,2,77,NA,7,1,NA,1
89182,1,2,2,2,2,2,2,2,2,9,2.11,3,2,1,1
89183,1,2,2,1,2,1,1,2,2,5,0.76,1,2,1,2
89184,1,2,2,2,2,2,2,2,2,4,1.21,1,1,NA,1
89185,1,2,2,2,2,2,2,1,2,12,5,3,1,NA,1
89186,1,2,1,2,1,2,2,9,2,99,NA,3,9,NA,1
89187,1,1,2,2,2,2,2,2,2,7,1.27,1,2,1,1
89188,1,2,1,2,1,2,2,9,2,7,2.25,3,2,5,4
89189,1,2,2,2,2,2,2,2,2,99,NA,2,2,1,1
89190,1,2,1,2,2,1,2,2,1,7,1.48,2,2,1,3
89191,1,2,1,1,2,2,2,2,2,7,1.25,1,1,NA,1
89192,1,2,2,2,2,2,2,2,1,8,1.17,1,2,1,2
89193,1,2,2,2,2,2,2,2,2,5,0.56,1,2,1,1
89194,1,1,2,2,2,2,2,2,2,1,0,1,2,2,1
89195,7,7,2,2,2,2,2,1,2,NA,NA,NA,NA,NA,1
89196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89197,1,2,2,2,1,2,2,2,1,10,2.96,3,1,NA,1
89198,1,2,2,2,2,2,2,2,2,9,2.47,3,1,NA,1
89199,1,2,2,2,2,2,1,2,2,5,0.74,1,2,1,1
89200,1,2,2,2,2,2,2,2,2,99,NA,2,2,4,1
89201,1,2,2,1,2,2,2,2,2,99,NA,3,2,1,1
89202,1,2,2,2,2,2,2,2,1,9,1.63,2,2,1,1
89203,1,2,1,2,2,2,2,1,2,10,2.21,3,1,NA,1
89204,1,2,2,2,2,2,2,2,2,4,1.63,2,2,1,4
89205,1,2,2,2,2,2,2,2,2,7,1.27,1,2,4,1
89206,1,2,2,2,2,2,2,2,2,8,2.39,3,2,1,1
89207,2,2,2,2,2,1,2,2,2,2,0.3,1,2,1,3
89208,1,2,9,9,9,2,2,2,2,99,NA,1,2,1,2
89209,1,2,2,2,2,2,2,2,2,6,1.24,1,2,1,1
89210,1,2,2,2,2,2,2,2,2,7,2.62,3,2,1,1
89211,1,1,2,2,2,2,2,2,2,10,2.96,3,2,1,1
89212,1,1,2,2,2,2,2,1,2,NA,NA,NA,NA,NA,1
89213,1,1,2,2,2,2,2,2,2,11,3.46,3,2,2,1
89214,1,2,2,1,2,1,2,2,2,12,2.65,3,9,NA,1
89215,1,2,2,1,2,2,2,2,2,7,1.11,1,2,1,1
89216,1,1,2,2,2,2,2,2,2,99,NA,3,1,NA,1
89217,1,2,2,2,2,2,2,2,1,7,1.73,2,2,1,1
89218,1,2,2,2,2,1,2,2,2,8,2.69,3,2,3,1
89219,1,1,2,2,2,2,2,1,2,8,1.61,2,2,1,1
89220,1,2,2,2,2,2,2,1,2,9,1.47,2,1,NA,9
89221,1,2,2,2,2,1,1,1,2,1,0.33,1,2,1,5
89222,1,2,2,2,2,2,1,2,1,6,1.31,2,2,1,1
89223,1,2,2,2,2,2,2,2,2,11,3.32,3,2,1,1
89224,1,2,2,2,2,2,2,2,2,8,1.32,2,2,99,1
89225,2,2,1,2,2,1,2,2,2,2,0.44,1,2,1,1
89226,1,2,2,2,2,2,2,1,2,8,2.22,3,1,NA,1
89227,1,2,2,2,2,2,2,2,2,7,1.48,2,2,1,1
89228,1,2,2,2,2,2,2,2,2,11,3.38,3,2,1,1
89229,1,1,2,2,2,2,2,2,2,5,1.19,1,2,1,1
89230,1,1,2,2,2,2,2,2,2,9,2.11,3,1,NA,1
89231,2,2,1,2,2,2,2,1,2,9,3.52,3,1,NA,1
89232,2,2,1,2,2,2,1,1,2,2,0.76,1,1,NA,1
89233,1,2,2,2,2,2,2,2,1,6,1.14,1,2,2,1
89234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89235,1,2,2,2,2,2,2,2,1,10,2.97,3,2,1,1
89236,1,2,1,2,2,2,2,2,2,10,2.53,3,1,NA,1
89237,2,2,1,2,2,2,2,1,2,3,1.21,1,1,NA,6
89238,2,2,1,2,2,1,2,2,2,2,0.45,1,2,1,3
89239,1,2,2,2,2,2,2,2,2,5,1.5,2,2,1,1
89240,1,2,2,2,2,2,2,2,2,12,5,3,1,NA,1
89241,1,2,2,2,2,2,2,2,2,12,5,3,1,NA,1
89242,1,1,2,2,2,2,2,1,2,10,3.57,3,2,2,1
89243,1,2,1,2,2,2,2,2,1,6,1.49,2,2,1,1
89244,1,2,2,2,2,2,2,2,2,12,4.26,3,1,NA,1
89245,1,2,2,2,2,2,2,2,2,7,1.39,2,2,1,1
89246,1,2,2,2,2,1,2,2,1,8,1.98,3,2,1,1
89247,2,2,2,2,2,2,2,2,2,2,0.18,1,7,NA,1
89248,2,2,1,2,2,2,2,1,2,9,3.47,3,1,NA,1
89249,1,2,2,2,2,2,2,1,2,11,5,3,1,NA,1
89250,1,2,2,2,2,2,2,2,2,12,4.94,3,1,NA,1
89251,1,2,2,2,2,2,2,2,1,8,2.68,3,1,NA,1
89252,1,2,2,2,2,2,2,2,2,1,0,1,2,1,1
89253,1,2,1,1,1,2,2,2,1,99,NA,3,2,1,1
89254,1,2,2,2,2,2,2,2,2,10,2.32,3,2,1,1
89255,1,1,2,2,2,2,2,2,2,99,NA,1,2,1,1
89256,2,2,1,1,1,2,2,2,1,7,3.73,3,2,1,1
89257,1,2,2,2,2,2,2,2,2,6,1.01,1,2,1,1
89258,1,2,2,2,2,2,2,2,2,5,1.5,2,2,1,1
89259,1,2,2,2,2,9,2,2,2,10,4.14,3,2,1,1
89260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89261,1,2,2,2,2,1,2,2,2,8,3,3,2,1,1
89262,1,2,2,2,2,2,2,2,2,4,0.68,1,2,1,1
89263,2,2,1,2,1,2,2,1,2,9,3.67,3,1,NA,1
89264,1,2,2,2,2,2,2,1,2,7,3.06,3,2,2,1
89265,2,2,1,2,1,2,2,2,2,4,1.05,1,2,1,1
89266,1,2,2,2,2,2,2,2,1,11,2.76,3,2,2,1
89267,1,2,2,2,2,2,2,1,2,10,4.14,3,1,NA,1
89268,1,1,2,2,2,2,2,1,2,10,2.53,3,2,2,1
89269,2,2,1,2,2,1,1,2,2,3,0.44,1,2,1,1
89270,1,2,2,2,2,2,2,2,2,5,0.99,1,2,1,1
89271,1,2,1,2,2,2,2,2,1,11,2.98,3,1,NA,1
89272,1,1,2,2,2,2,2,2,1,7,1.79,2,2,3,1
89273,1,2,2,2,2,2,2,2,2,7,1.73,2,1,NA,1
89274,1,2,2,2,2,2,2,2,1,11,4.18,3,2,1,1
89275,2,2,1,2,2,2,2,2,2,3,1.14,1,2,1,1
89276,1,2,2,2,2,2,2,2,2,7,1.18,1,2,1,1
89277,1,2,2,2,2,2,2,2,2,4,0.59,1,2,1,1
89278,1,1,2,2,2,2,2,2,2,11,3.95,3,1,NA,1
89279,1,2,2,2,2,2,2,2,2,7,2.56,3,2,1,1
89280,1,2,2,2,2,2,2,2,2,4,1.52,2,2,1,4
89281,1,2,1,2,1,2,2,2,2,99,NA,9,2,1,1
89282,1,2,2,2,1,2,2,2,2,7,1.23,1,2,2,1
89283,1,2,1,1,2,2,2,2,1,1,0,1,2,1,3
89284,1,2,2,2,2,2,2,2,2,6,0.92,1,2,1,1
89285,1,2,2,2,2,2,1,2,2,4,0.56,1,2,1,1
89286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89287,1,1,2,2,2,2,2,2,2,77,NA,7,7,NA,1
89288,1,2,1,2,2,1,2,2,2,6,1.95,3,2,1,1
89289,1,2,2,1,2,1,2,2,2,12,2.65,3,9,NA,1
89290,1,2,2,2,2,2,2,2,2,8,1.98,3,2,1,1
89291,2,1,2,2,2,2,2,2,2,8,1.22,1,2,1,1
89292,1,1,2,1,1,1,2,1,1,99,NA,1,9,NA,1
89293,2,2,1,2,1,2,2,1,2,11,5,3,1,NA,1
89294,2,2,2,2,1,2,2,1,1,11,4.78,3,1,NA,1
89295,1,2,2,2,2,2,2,2,2,3,0.9,1,2,1,4
89296,1,2,2,2,2,2,2,2,2,99,NA,1,2,1,1
89297,1,1,2,2,2,2,2,2,2,11,3.88,3,1,NA,1
89298,1,2,2,2,2,2,2,2,2,77,NA,2,2,1,1
89299,2,2,1,2,1,2,2,2,2,NA,NA,NA,NA,NA,1
89300,2,2,1,1,2,1,2,2,1,5,0.76,1,2,1,1
89301,1,1,2,2,2,2,2,2,2,6,1.24,1,2,1,1
89302,1,2,2,2,2,2,2,2,2,8,1.6,2,2,2,1
89303,2,2,1,2,1,2,2,2,1,6,2.83,3,1,NA,3
89304,1,2,2,2,2,2,2,2,2,7,3.54,3,2,3,1
89305,1,1,2,2,2,2,2,2,1,4,0.95,1,2,1,1
89306,1,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,1
89307,1,1,2,2,2,2,2,1,2,11,2,3,1,NA,1
89308,1,2,2,2,2,2,2,2,2,7,1.28,1,2,1,1
89309,1,2,2,2,2,2,2,2,2,4,0.63,1,2,1,1
89310,1,2,1,2,2,2,2,2,2,3,0.83,1,2,1,1
89311,1,2,2,2,2,2,2,2,2,10,2.53,3,2,1,1
89312,1,2,2,2,2,2,2,1,2,77,NA,3,1,NA,1
89313,1,2,2,2,2,2,2,2,2,10,4.14,3,2,1,1
89314,1,2,2,2,2,2,2,2,2,5,0.84,1,2,1,1
89315,1,2,2,1,2,2,2,1,1,10,3.21,3,1,NA,1
89316,2,2,1,1,1,2,2,2,2,6,2.1,3,1,NA,1
89317,1,2,2,2,2,2,2,2,2,99,NA,2,2,1,1
89318,1,2,2,2,2,2,2,1,2,12,5,3,1,NA,1
89319,1,2,2,2,1,2,2,1,2,10,4.52,3,1,NA,2
89320,1,2,2,2,2,2,2,1,2,12,5,3,1,NA,2
89321,2,1,1,2,1,2,2,2,2,9,3.75,3,7,NA,1
89322,2,2,2,2,2,2,2,2,2,99,NA,2,2,1,3
89323,1,2,2,2,2,2,2,2,2,12,5,3,2,1,1
89324,1,1,2,2,2,2,2,2,2,10,2.53,3,2,1,1
89325,1,2,2,2,2,2,2,2,2,12,4,3,1,NA,1
89326,2,2,1,2,2,1,2,2,2,5,0.99,1,2,99,1
89327,2,2,1,2,1,2,2,2,2,99,NA,3,9,NA,1
89328,1,1,2,2,2,2,1,2,2,6,0.92,1,2,1,1
89329,2,2,2,2,2,2,2,2,2,1,0.15,1,2,1,9
89330,1,2,2,2,2,2,2,2,2,9,2.11,3,2,3,1
89331,1,2,2,2,2,2,2,2,1,11,3.32,3,2,5,1
89332,1,2,1,2,2,2,2,2,2,77,NA,1,2,1,1
89333,1,2,2,1,2,2,2,2,2,8,1.66,2,2,1,1
89334,2,1,2,1,2,1,2,2,2,9,2.11,3,2,1,1
89335,1,2,2,2,2,2,2,2,2,8,2.22,3,2,1,1
89336,2,2,1,2,2,2,2,2,1,77,NA,2,2,77,1
89337,2,2,2,2,2,1,2,2,2,3,0.51,1,2,1,1
89338,1,2,1,2,2,2,2,2,2,4,1.52,2,2,1,1
89339,2,2,1,2,2,2,2,1,2,5,1.73,2,1,NA,1
89340,1,1,2,2,2,2,2,2,2,7,1.79,2,2,1,1
89341,1,2,2,2,2,2,1,2,2,3,0.72,1,2,1,1
89342,1,2,2,2,2,2,1,2,2,3,0.37,1,2,1,1
89343,1,1,2,2,2,2,2,1,2,12,5,3,1,NA,1
89344,1,1,2,2,2,2,1,2,2,10,2.32,3,2,2,2
89345,1,2,2,1,2,2,2,2,2,12,5,3,2,3,1
89346,1,1,2,2,2,2,2,2,2,12,5,3,2,1,1
89347,1,2,1,2,2,2,2,2,2,4,1.21,1,2,1,1
89348,1,1,2,2,2,2,2,2,2,7,1.27,1,2,1,1
89349,1,2,2,2,2,2,2,2,1,4,0.59,1,2,1,1
89350,1,2,2,2,2,2,2,2,2,1,0,1,1,NA,1
89351,1,2,2,2,2,2,2,2,2,5,1.19,1,2,1,1
89352,1,2,2,2,2,2,2,2,2,8,2.13,3,2,1,1
89353,1,1,2,2,2,2,2,2,1,8,1.4,2,2,1,1
89354,1,2,1,2,2,2,2,2,2,9,2.47,3,2,1,1
89355,2,2,1,2,2,1,2,2,2,3,0.66,1,2,1,1
89356,1,1,1,2,2,2,2,2,2,4,0.49,1,2,1,1
89357,1,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,1
89358,1,2,2,2,2,2,2,2,2,10,2.72,3,1,NA,1
89359,1,1,2,2,2,2,2,2,2,3,0.42,1,2,3,1
89360,1,2,2,2,2,2,2,2,2,99,NA,1,2,1,6
89361,1,2,2,2,2,2,2,2,2,4,0.63,1,2,1,1
89362,1,2,2,2,2,2,2,2,2,11,5,3,1,NA,1
89363,1,2,2,2,2,2,2,2,2,4,0.79,1,2,1,1
89364,1,2,1,2,2,2,2,2,1,12,4.22,3,2,4,1
89365,1,2,2,2,2,2,2,2,2,9,2.99,3,2,2,1
89366,1,2,2,2,2,2,1,2,2,4,0.55,1,2,1,1
89367,1,2,2,2,2,2,1,1,2,8,4.08,3,1,NA,1
89368,1,2,2,2,2,2,2,2,2,8,1.47,2,2,1,1
89369,1,1,1,2,2,1,2,2,1,7,1.1,1,2,1,1
89370,2,2,1,1,2,2,2,1,1,10,4.12,3,1,NA,1
89371,2,2,1,2,2,2,2,2,2,2,0.7,1,2,1,3
89372,2,2,2,1,2,2,2,2,2,2,0.18,1,2,1,1
89373,1,2,2,2,2,2,2,2,2,6,2.53,3,2,1,1
89374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89375,1,2,2,2,2,2,2,1,2,12,5,3,1,NA,1
89376,2,2,1,2,2,2,2,2,2,4,1.33,2,1,NA,1
89377,1,2,2,2,2,2,2,2,1,99,NA,2,2,1,1
