"seqn","ocd150","ocq180","ocq210","ocd231","ocd241","ocq260","ocq265","ocd270","ocq290g","ocq290q","ocq380","ocd390g","ocd391","ocd392","ocd395","ocq510","ocq520","ocq530","ocq540","ocq550","ocq560","ocq570","ocq580"
43622,1,40,NA,16,17,1,1,72,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,1,6,2,NA
43624,1,40,NA,5,1,1,1,192,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
43625,1,40,NA,4,19,1,1,48,2,NA,NA,2,NA,NA,NA,1,1,1,1,1,1,1,1
43627,1,40,NA,19,6,1,4,96,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
43629,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,21,24,1,4,2,NA,1,2,1,2
43631,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43632,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,18,13,240,2,NA,2,NA,2,NA,1,20
43633,1,43,NA,4,19,1,1,36,2,NA,NA,2,NA,NA,NA,1,20,1,2,1,5,1,1
43634,1,30,2,15,5,3,1,24,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
43635,1,40,NA,15,13,1,1,12,2,NA,NA,1,5,21,300,2,NA,1,1,2,NA,1,25
43636,1,65,NA,15,8,4,1,12,2,NA,NA,1,3,21,84,2,NA,2,NA,2,NA,2,NA
43638,1,50,NA,13,1,1,1,36,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,1,5
43639,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,6,1,492,2,NA,2,NA,2,NA,2,NA
43640,1,40,NA,8,16,1,1,48,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
43641,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,18,13,2,2,NA,2,NA,2,NA,2,NA
43644,1,10,1,18,13,1,3,0,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
43645,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,6,22,48,2,NA,2,NA,2,NA,2,NA
43646,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,18,16,24,2,NA,1,2,2,NA,2,NA
43647,1,45,NA,16,11,1,1,24,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,1,11
43653,1,50,NA,16,10,1,4,108,2,NA,NA,2,NA,NA,NA,1,1,2,NA,2,NA,2,NA
43654,1,40,NA,1,1,1,1,36,2,NA,NA,1,4,19,180,1,20,1,20,1,20,1,20
43656,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,5,21,300,NA,NA,NA,NA,NA,NA,NA,NA
43660,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,8,16,24,1,2,2,NA,2,NA,2,NA
43661,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43662,1,20,2,14,14,6,1,96,1,2,NA,1,16,1,180,2,NA,1,23,2,NA,1,8
43666,1,40,NA,16,11,1,1,6,2,NA,NA,1,21,6,96,2,NA,2,NA,2,NA,2,NA
43670,1,45,NA,1,18,1,1,336,1,6,NA,2,NA,NA,NA,2,NA,2,NA,1,24,2,NA
43671,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,4,19,360,1,45,1,30,1,25,2,NA
43672,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,16,10,300,2,NA,2,NA,2,NA,2,NA
43674,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,21,456,2,NA,2,NA,2,NA,2,NA
43678,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,21,12,36,2,NA,2,NA,2,NA,2,NA
43679,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,21,12,252,1,12,2,NA,1,12,2,NA
43680,1,28,2,13,4,1,1,120,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
43682,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,5,21,24,NA,NA,NA,NA,NA,NA,NA,NA
43683,1,40,NA,21,12,4,1,48,2,NA,NA,1,21,12,324,1,27,2,NA,2,NA,2,NA
43684,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,5,21,360,2,NA,2,NA,2,NA,2,NA
43688,1,45,NA,15,8,3,1,60,2,NA,NA,1,11,17,156,2,NA,2,NA,1,2,2,NA
43689,1,40,NA,5,4,1,1,120,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
43690,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,5,20,540,1,45,1,45,2,NA,2,NA
43691,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,9,22,24,2,NA,2,NA,1,2,2,NA
43692,1,40,NA,15,14,3,1,240,2,NA,NA,2,NA,NA,NA,1,6,2,NA,2,NA,1,6
43695,1,44,NA,9,1,1,1,108,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
43696,1,35,NA,18,13,1,1,5,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
43697,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,5,4,300,1,1,2,NA,1,5,1,2
43699,1,45,NA,18,13,1,1,36,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,1,2,2,NA
43700,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,18,22,24,2,NA,1,1,2,NA,2,NA
43701,1,30,2,18,16,1,3,10,1,1,NA,2,NA,NA,NA,2,NA,1,0,2,NA,2,NA
43702,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,16,14,360,NA,NA,NA,NA,NA,NA,NA,NA
43704,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,17,16,24,2,NA,2,NA,2,NA,2,NA
43705,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,8,22,432,NA,NA,NA,NA,NA,NA,NA,NA
43706,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,18,13,7,2,NA,2,NA,2,NA,2,NA
43708,1,60,NA,5,1,5,1,240,2,NA,NA,2,NA,NA,NA,1,0,2,NA,1,0,1,0
43709,1,40,NA,8,21,1,1,48,2,NA,NA,2,NA,NA,NA,1,15,2,NA,1,2,2,NA
43710,1,80,NA,15,8,1,1,348,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
43716,1,60,NA,6,1,1,1,180,2,NA,NA,2,NA,NA,NA,1,15,1,5,1,15,1,15
43717,1,40,NA,5,4,1,1,120,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
43718,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3,22,23,360,2,NA,2,NA,1,30,1,30
43720,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,6,22,324,2,NA,2,NA,2,NA,2,NA
43722,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,6,21,180,2,NA,2,NA,2,NA,2,NA
43723,1,20,2,8,16,5,5,144,2,NA,NA,1,15,8,144,2,NA,2,NA,2,NA,2,NA
43724,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43725,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,4,19,2,1,1,1,0,2,NA,2,NA
43726,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,16,10,336,2,NA,2,NA,2,NA,2,NA
43727,1,50,NA,20,15,1,1,144,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,1,10
43731,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,19,22,6,2,NA,2,NA,2,NA,2,NA
43732,1,40,NA,4,9,1,1,24,2,NA,NA,1,5,20,48,1,5,1,5,1,5,1,5
43733,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,6,21,120,2,NA,2,NA,2,NA,2,NA
43735,1,15,2,18,13,1,1,3,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
43736,1,50,NA,13,17,1,1,96,2,NA,NA,1,11,2,204,2,NA,2,NA,2,NA,2,NA
43738,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,18,720,NA,NA,NA,NA,NA,NA,NA,NA
43740,1,35,NA,21,2,4,1,108,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
43742,1,40,NA,5,17,1,1,18,1,8,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,1,3
43743,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,11,2,480,NA,NA,NA,NA,NA,NA,NA,NA
43744,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43746,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43747,1,55,NA,9,22,1,1,48,2,NA,NA,2,NA,NA,NA,1,3,1,0,1,4,2,NA
43748,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,13,13,144,NA,NA,NA,NA,NA,NA,NA,NA
43749,1,40,NA,7,16,1,3,84,2,NA,NA,1,16,10,180,2,NA,2,NA,2,NA,2,NA
43756,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,99,19,60,1,5,2,NA,1,5,1,5
43757,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,18,180,2,NA,2,NA,2,NA,2,NA
43758,1,60,NA,21,1,4,1,12,2,NA,NA,1,21,12,432,1,36,2,NA,2,NA,2,NA
43759,1,40,NA,9,22,1,1,24,2,NA,NA,1,21,12,96,2,NA,2,NA,1,6,1,0
43761,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,4,19,108,1,14,2,NA,2,NA,2,NA
43763,1,40,NA,7,22,1,1,24,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
43764,1,43,NA,3,17,3,1,24,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
43766,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,12,16,276,2,NA,2,NA,1,4,2,NA
43767,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,16,10,384,2,NA,2,NA,2,NA,2,NA
43768,2,NA,1,15,14,1,1,204,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
43769,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,18,13,264,NA,NA,NA,NA,NA,NA,NA,NA
43770,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,15,8,132,1,0,2,NA,2,NA,2,NA
43771,1,40,NA,15,17,3,1,144,2,NA,NA,1,15,8,240,2,NA,2,NA,2,NA,2,NA
43772,1,40,NA,16,11,1,2,6,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
43773,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,15,8,720,NA,NA,NA,NA,NA,NA,NA,NA
43774,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,10,22,24,2,NA,2,NA,2,NA,2,NA
43775,1,80,NA,21,1,2,4,216,1,2,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
43776,1,18,2,3,16,1,1,84,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
43777,1,40,NA,4,19,1,1,60,1,2,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
43778,1,60,NA,6,1,1,1,132,2,NA,NA,1,5,21,264,1,22,1,22,1,20,1,30
43779,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,11,2,96,2,NA,2,NA,2,NA,2,NA
43780,1,12,2,8,17,1,5,24,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
43784,1,60,NA,21,17,4,1,60,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
43785,1,30,2,19,1,1,1,120,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,1,10
43786,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,15,8,360,2,NA,2,NA,2,NA,2,NA
43787,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,8,22,108,1,9,2,NA,1,14,1,14
43789,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43790,1,40,NA,10,2,1,1,72,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
43792,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,15,8,444,1,25,1,2,2,NA,2,NA
43793,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,8,16,60,2,NA,2,NA,2,NA,2,NA
43794,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,8,9,300,2,NA,2,NA,2,NA,2,NA
43795,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,18,13,168,2,NA,2,NA,2,NA,2,NA
43798,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,21,156,1,18,2,NA,1,18,1,18
43799,1,32,1,14,22,1,1,3,2,NA,NA,1,16,15,36,2,NA,2,NA,2,NA,2,NA
43801,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,22,23,300,2,NA,1,5,2,NA,1,25
43802,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,22,9,144,1,12,2,NA,2,NA,2,NA
43804,1,12,2,18,13,1,2,6,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
43806,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,6,22,240,NA,NA,NA,NA,NA,NA,NA,NA
43807,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,15,8,48,2,NA,2,NA,1,2,2,NA
43808,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,18,16,8,2,NA,2,NA,2,NA,1,0
43810,1,18,2,18,13,1,2,4,2,NA,NA,2,NA,NA,NA,1,1,2,NA,2,NA,1,1
43813,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,5,1,204,2,NA,2,NA,2,NA,2,NA
43814,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,8,22,2,2,NA,2,NA,2,NA,2,NA
43815,1,35,NA,18,13,1,2,4,2,NA,NA,2,NA,NA,NA,1,2,1,2,2,NA,1,2
43816,1,40,NA,18,13,5,4,240,2,NA,NA,2,NA,NA,NA,2,NA,1,40,2,NA,2,NA
43817,1,9,2,16,17,1,1,4,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
43818,1,20,2,18,13,1,4,3,1,6,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
43822,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,6,2,168,2,NA,2,NA,2,NA,2,NA
43823,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,8,17,24,1,0,2,NA,2,NA,1,0
43824,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,21,2,96,2,NA,2,NA,2,NA,2,NA
43825,1,40,NA,16,22,1,1,1,2,NA,NA,1,6,21,240,2,NA,2,NA,1,20,2,NA
43826,1,50,NA,4,19,5,1,3,1,2,NA,2,NA,NA,NA,1,35,1,35,1,5,1,2
43827,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,22,20,31,1,8,2,NA,2,NA,1,2
43828,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43829,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,15,8,420,2,NA,2,NA,2,NA,2,NA
43830,1,35,NA,15,12,3,1,3,2,NA,NA,1,16,17,60,1,1,1,1,2,NA,1,1
43833,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,21,2,252,2,NA,2,NA,2,NA,2,NA
43834,1,60,NA,5,21,1,1,60,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
43836,1,49,NA,13,1,1,5,18,2,NA,NA,2,NA,NA,NA,1,24,1,1,1,24,1,24
43838,1,50,NA,15,8,4,1,48,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
43839,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,5,17,300,2,NA,2,NA,2,NA,2,NA
43840,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,5,21,216,NA,NA,NA,NA,NA,NA,NA,NA
43841,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,15,8,408,2,NA,2,NA,2,NA,2,NA
43842,1,52,NA,7,22,1,1,180,1,1,NA,2,NA,NA,NA,1,15,1,4,1,5,1,7
43843,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,16,10,456,2,NA,1,30,2,NA,2,NA
43844,1,2,2,14,17,1,1,48,2,NA,NA,1,8,9,60,2,NA,2,NA,2,NA,2,NA
43847,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,18,13,120,2,NA,2,NA,2,NA,2,NA
43848,1,45,NA,8,20,1,1,18,1,9,NA,2,NA,NA,NA,2,NA,2,NA,1,20,2,NA
43850,1,40,NA,5,21,1,1,36,2,NA,NA,1,14,18,60,1,5,1,5,2,NA,2,NA
43852,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,6,21,48,2,NA,2,NA,2,NA,2,NA
43853,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,8,16,600,2,NA,2,NA,2,NA,2,NA
43856,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,16,10,96,2,NA,2,NA,2,NA,2,NA
43857,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,11,14,96,2,NA,2,NA,2,NA,2,NA
43859,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,8,16,540,1,10,2,NA,1,40,2,NA
43861,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,5,21,264,NA,NA,NA,NA,NA,NA,NA,NA
43862,1,45,NA,8,20,1,1,24,1,3,NA,2,NA,NA,NA,1,31,1,31,2,NA,2,NA
43863,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,14,16,4,2,NA,2,NA,2,NA,2,NA
43864,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,5,21,360,2,NA,2,NA,2,NA,1,34
43865,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,12,17,108,1,0,2,NA,1,0,2,NA
43867,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,6,21,240,2,NA,1,20,2,NA,2,NA
43868,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,16,11,36,1,2,2,NA,1,1,2,NA
43871,1,21,2,15,8,1,1,48,2,NA,NA,1,15,6,192,2,NA,2,NA,2,NA,2,NA
43874,1,55,NA,10,20,1,1,36,2,NA,NA,1,6,21,36,2,NA,2,NA,2,NA,2,NA
43877,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,22,19,324,NA,NA,NA,NA,NA,NA,NA,NA
43881,1,55,NA,12,16,5,5,444,2,NA,NA,2,NA,NA,NA,1,10,2,NA,1,7,1,7
43882,1,40,NA,18,13,1,1,96,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
43884,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43885,1,55,NA,99,99,1,1,77777,7,NA,NA,7,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
43886,1,35,NA,16,11,1,1,1,2,NA,NA,1,18,16,36,2,NA,2,NA,2,NA,2,NA
43887,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43888,1,99999,1,99,99,1,1,84,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
43889,1,30,1,12,1,1,3,84,1,1,NA,2,NA,NA,NA,1,12,1,3,2,NA,1,12
43890,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,15,9,480,NA,NA,NA,NA,NA,NA,NA,NA
43891,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,9,22,360,2,NA,2,NA,1,30,2,NA
43892,1,40,NA,5,21,1,3,8,1,4,NA,2,NA,NA,NA,1,8,2,NA,1,15,1,15
43893,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,15,22,180,2,NA,2,NA,1,15,2,NA
43895,1,55,NA,21,17,4,1,264,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
43896,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,16,10,24,2,NA,1,1,1,0,1,0
43899,1,30,2,4,19,5,1,60,2,NA,NA,2,NA,NA,NA,1,1,2,NA,1,1,1,1
43902,1,17,2,16,11,4,1,12,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
43903,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,15,8,336,NA,NA,NA,NA,NA,NA,NA,NA
43904,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,7,16,96,2,NA,2,NA,2,NA,2,NA
43905,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,8,2,276,2,NA,2,NA,2,NA,2,NA
43906,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,5,4,384,1,32,2,NA,1,32,1,32
43907,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43908,1,25,1,13,16,5,1,36,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
43909,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,8,16,12,2,NA,2,NA,2,NA,2,NA
43910,1,40,NA,3,1,1,1,19,1,1,NA,1,5,19,60,1,1,2,NA,1,1,2,NA
43911,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,4,19,396,1,33,1,33,1,33,1,33
43912,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43913,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43914,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,6,21,156,2,NA,1,13,2,NA,2,NA
43916,1,40,NA,15,13,4,1,156,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
43920,1,40,NA,11,17,1,1,72,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
43923,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,4,19,360,1,30,1,20,1,25,1,30
43924,1,40,NA,13,7,1,1,1,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
43926,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,8,9,300,2,NA,1,1,2,NA,1,20
43927,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43928,1,40,NA,4,19,1,1,36,2,NA,NA,2,NA,NA,NA,1,3,2,NA,2,NA,2,NA
43929,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43932,1,40,NA,16,14,1,3,10,2,NA,NA,1,16,10,24,2,NA,2,NA,2,NA,1,0
43934,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,22,23,264,NA,NA,NA,NA,NA,NA,NA,NA
43935,1,38,NA,8,21,1,1,48,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
43937,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,8,16,36,1,35,1,10,2,NA,1,35
43939,1,25,1,16,17,1,3,36,1,3,NA,2,NA,NA,NA,1,5,2,NA,1,5,1,5
43940,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43941,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,20,15,4,2,NA,2,NA,2,NA,2,NA
43942,1,70,NA,12,16,5,1,384,2,NA,NA,2,NA,NA,NA,1,43,1,43,1,32,2,NA
43944,1,40,NA,8,17,1,1,8,2,NA,NA,1,14,14,96,2,NA,2,NA,2,NA,1,8
43945,1,40,NA,1,1,5,1,600,1,3,NA,1,5,19,360,2,NA,2,NA,2,NA,2,NA
43949,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,3,19,21,1,21,2,NA,2,NA,2,NA
43953,1,25,2,18,13,1,2,4,2,NA,NA,1,18,13,2,2,NA,2,NA,2,NA,2,NA
43954,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,8,22,12,2,NA,2,NA,2,NA,2,NA
43955,1,25,2,16,17,1,4,96,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
43956,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,6,21,300,NA,NA,NA,NA,NA,NA,NA,NA
43957,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,4,19,120,1,10,2,NA,1,10,1,10
43959,1,40,NA,6,17,1,1,276,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
43960,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,14,14,180,2,NA,2,NA,2,NA,2,NA
43961,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43962,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,5,19,300,1,32,2,NA,2,NA,1,32
43963,1,40,NA,16,10,1,1,3,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
43964,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,4,19,480,1,40,1,40,2,NA,1,40
43966,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,3,3,36,2,NA,2,NA,2,NA,2,NA
43968,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,5,20,108,2,NA,2,NA,2,NA,1,9
43969,1,35,NA,16,17,1,1,48,1,1,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
43971,1,36,NA,16,10,1,1,96,1,0,NA,1,16,10,12,2,NA,2,NA,2,NA,2,NA
43973,2,NA,1,4,19,5,1,12,2,NA,NA,2,NA,NA,NA,1,10,1,10,2,NA,1,3
43976,1,40,NA,15,14,3,1,300,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,1,25
43977,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,5,21,120,1,10,1,1,2,NA,2,NA
43980,1,2,2,19,20,5,1,480,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,1,40,1,40
43981,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,4,19,180,1,15,1,15,1,15,2,NA
43982,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,22,13,120,NA,NA,NA,NA,NA,NA,NA,NA
43985,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,18,16,5,2,NA,2,NA,2,NA,2,NA
