"seqn","cbd010","cbq020","cbq030","cbq040","cbq050","cbq060","cbd070","cbd090","cbd110","cbd120","cbd130","cbq140","cbd150","cbd160","cbd170","cbd180","cbq190"
41642,2,1,1,5,1,5,60,0,25,0,0,2,10,5,120,666,NA
41643,2,3,4,2,5,2,171,0,0,100,20,2,10,2,30,666,NA
41644,2,3,2,3,5,2,260,15,0,50,30,3,10,7,60,0,NA
41645,2,2,5,2,5,2,379,0,0,10,0,2,20,5,60,5,5
41646,2,2,2,2,1,2,1500,214,0,857,0,1,10,7,120,7,7
41647,2,4,3,3,5,4,300,30,642,80,0,2,20,7,30,7,7
41648,2,1,1,4,1,4,350,10,0,100,0,3,20,7,90,7,7
41649,2,1,2,2,5,1,278,0,0,128,0,2,5,7,60,21,16
41650,2,2,2,3,1,3,150,50,75,0,0,4,25,7,90,7,7
41651,1,3,1,1,5,1,200,25,60,125,50,1,5,7,120,5,5
41652,2,2,2,2,5,5,342,42,171,257,0,2,30,5,120,5,5
41653,2,1,1,1,1,1,800,200,428,350,350,3,10,7,240,0,NA
41654,2,2,2,2,1,4,214,42,75,25,0,2,10,7,120,21,21
41655,2,3,2,2,3,3,400,20,30,30,20,2,15,7,15,7,7
41656,2,1,1,3,1,1,600,0,0,0,0,3,15,7,120,7,7
41657,1,1,3,1,1,1,514,85,0,100,0,2,5,5,45,4,4
41658,1,2,1,3,4,5,642,0,0,60,0,5,5,7,90,7,7
41659,2,1,1,3,2,4,642,0,0,999999,0,2,9,5,120,4,4
41660,2,1,1,4,1,3,428,0,300,300,0,1,10,7,90,7,7
41661,2,1,1,1,5,1,425,0,0,100,20,2,2,1,60,1,1
41662,2,1,2,1,3,3,800,0,1200,100,0,2,20,7,60,7,7
41663,2,2,1,3,3,1,400,30,130,40,0,3,30,7,120,5,0
41664,2,4,5,5,1,2,0,0,0,257,300,4,10,0,NA,666,NA
41665,2,2,1,1,5,2,428,42,0,85,0,3,10,4,60,4,4
41666,1,2,3,1,1,1,471,0,107,171,0,2,22,5,120,7,5
41667,2,2,2,1,5,1,0,0,300,60,0,2,20,7,90,7,7
41668,1,1,1,5,1,5,30,0,200,15,0,2,20,1,180,7,7
41669,NA,2,2,5,5,1,200,20,0,20,0,3,10,4,60,666,NA
41670,2,5,4,2,5,1,557,0,42,107,8,2,6,5,120,3,3
41671,2,3,3,4,5,1,128,0,0,85,0,3,5,7,60,666,NA
41672,1,1,1,4,3,1,428,42,150,214,107,2,5,6,180,7,6
41673,2,1,1,4,1,4,500,0,0,100,0,2,20,7,120,10,10
41674,2,4,2,3,1,1,200,30,0,50,8,3,20,1,45,666,NA
41675,2,1,4,1,5,1,100,0,40,0,0,4,30,2,30,666,NA
41676,1,1,1,2,1,1,321,42,25,80,40,1,20,4,45,15,7
41677,2,1,1,1,5,1,428,85,42,171,0,2,10,7,90,7,7
41678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41679,2,1,1,1,1,1,300,50,0,100,25,4,30,4,60,4,4
41680,1,3,2,2,5,3,535,128,0,0,0,2,15,5,90,0,NA
41681,2,2,2,3,4,3,600,75,0,90,0,2,10,7,75,21,20
41682,2,1,2,1,5,1,1071,214,214,321,30,2,5,6,60,7,6
41683,2,2,2,1,1,3,857,171,25,150,0,1,10,4,120,4,4
41684,2,1,3,1,5,1,250,20,140,50,0,3,15,6,120,7,6
41685,1,2,2,2,4,1,350,0,50,0,40,4,30,4,90,0,NA
41686,1,1,4,3,1,3,642,0,0,300,0,2,15,4,90,2,0
41687,2,1,1,1,5,1,500,0,0,0,0,2,10,7,120,7,7
41688,2,3,1,1,5,1,428,0,50,50,0,2,25,7,60,4,4
41689,1,3,1,3,5,4,857,214,214,20,0,1,5,0,NA,7,7
41690,2,1,1,1,5,3,400,0,200,100,0,2,5,7,120,4,4
41691,1,2,2,2,1,3,300,30,50,250,20,3,20,7,30,7,7
41692,2,1,1,1,1,1,400,0,0,514,0,2,5,7,180,5,5
41693,2,1,2,1,5,2,400,25,25,20,50,3,10,6,60,666,NA
41694,2,1,1,1,5,1,400,0,0,200,20,3,10,6,60,7,6
41695,2,1,1,1,5,1,200,50,20,70,0,2,5,2,60,3,2
41696,2,1,1,1,4,1,800,150,400,200,200,3,10,2,120,2,2
41697,2,1,1,1,5,1,500,0,300,80,0,2,20,7,240,7,7
41698,2,1,1,2,1,3,500,0,0,400,0,2,10,7,120,7,7
41699,1,1,1,1,1,1,200,0,0,200,200,3,2,4,20,0,NA
41700,2,5,3,3,5,1,200,0,0,200,0,2,15,3,30,0,NA
41701,2,1,1,1,5,1,1100,0,0,50,0,1,15,7,120,2,2
41702,2,3,3,2,5,1,100,0,50,150,0,6,5,1,90,666,NA
41703,2,3,2,3,5,3,205,0,0,0,30,4,30,2,30,0,NA
41704,1,1,2,1,5,1,700,100,0,200,0,1,5,3,60,14,14
41705,1,1,2,1,4,1,999999,999999,35,200,0,4,5,7,90,0,NA
41706,1,1,4,5,5,3,400,0,200,200,0,2,5,2,120,0,NA
41707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41708,2,1,4,2,1,2,321,42,21,50,20,3,30,3,60,3,3
41709,2,1,1,1,1,4,700,100,100,100,40,3,30,5,60,4,4
41710,2,1,2,2,5,1,80,0,0,150,0,2,20,0,NA,666,NA
41711,1,1,1,4,4,3,150,30,10,128,0,4,20,7,90,4,4
41712,2,2,2,4,5,2,400,40,200,80,60,3,4,10,1,5,5
41713,2,4,3,2,5,2,350,100,60,120,60,2,5,5,60,5,5
41714,2,3,1,3,2,3,450,100,100,0,0,4,10,7,60,3,3
41715,2,1,1,4,1,4,321,0,42,50,10,1,15,5,180,21,18
41716,2,3,1,3,1,1,300,0,0,20,0,4,5,4,120,0,NA
41717,1,1,2,4,1,3,200,0,0,80,5,3,60,6,120,18,18
41718,2,1,1,1,5,1,400,0,150,85,0,1,10,7,30,7,7
41719,2,2,2,2,5,2,500,0,50,50,0,2,10,3,60,3,3
41720,2,4,5,4,5,2,360,80,0,0,0,3,5,7,60,2,2
41721,2,1,1,1,5,1,300,0,100,200,0,2,10,0,NA,5,2
41722,2,1,1,3,3,3,857,0,0,999999,0,2,20,5,150,3,3
41723,2,2,2,3,5,2,300,25,30,25,0,2,20,7,60,14,14
41724,2,3,4,4,5,3,100,10,25,50,999999,3,15,2,30,2,2
41725,2,1,2,4,1,4,107,25,0,75,0,3,5,2,60,666,NA
41726,2,1,3,4,1,5,300,0,200,50,20,2,20,7,60,7,7
41727,1,1,1,3,1,3,385,42,100,200,25,2,5,6,45,14,13
41728,2,1,1,1,1,1,550,200,200,400,200,2,5,7,90,12,12
41729,1,3,1,4,5,1,857,42,0,128,0,2,10,5,1,5,5
41730,1,1,1,3,1,3,128,0,64,50,0,3,15,7,120,7,7
41731,2,3,1,1,3,3,150,0,150,200,75,1,10,7,60,3,3
41732,2,1,1,1,5,1,857,0,214,0,0,1,15,7,45,7,7
41733,2,2,2,3,5,2,300,0,0,50,0,3,15,7,60,666,NA
41734,2,2,2,3,5,2,600,0,0,80,0,2,10,7,120,7,7
41735,1,1,1,1,1,1,350,50,0,26,7,1,3,6,60,13,13
41736,2,3,4,1,5,1,150,0,0,20,0,4,5,2,60,5,5
41737,2,4,2,1,5,4,150,0,0,220,0,3,15,3,45,3,3
41738,1,2,2,2,5,3,300,0,75,200,100,2,15,4,90,2,2
41739,1,3,2,5,5,3,25,6,5,0,0,5,15,7,120,666,NA
41740,1,1,1,1,5,1,60,0,4,0,6,3,5,1,60,666,NA
41741,NA,1,1,5,5,5,1071,300,0,0,0,1,15,7,60,666,NA
41742,2,1,1,4,1,4,600,0,0,100,30,2,5,3,120,0,NA
41743,2,1,2,3,5,3,514,128,107,214,257,2,15,7,120,6,6
41744,2,1,1,3,1,3,400,0,200,100,50,2,10,7,60,7,7
41745,2,1,2,1,1,5,800,70,40,0,0,2,20,7,60,7,7
41746,2,1,3,4,5,4,800,0,0,100,0,2,10,7,60,4,4
41747,2,1,1,3,1,2,700,150,50,100,0,2,25,1,180,14,14
41748,NA,1,2,4,5,4,200,0,0,5,0,3,10,7,60,666,NA
41749,2,2,3,1,4,2,750,0,100,100,100,2,5,5,1,14,8
41750,1,1,1,3,5,1,200,0,150,500,200,2,7,1,20,666,NA
41751,2,1,1,1,1,1,428,80,30,257,0,3,40,4,20,7,4
41752,2,1,1,3,3,3,388,0,0,20,20,3,5,3,120,3,3
41753,2,2,5,2,1,3,321,0,0,1285,0,2,10,0,NA,666,NA
41754,2,1,1,1,5,5,300,0,0,300,20,4,25,6,60,7,7
41755,2,2,2,3,5,1,150,0,0,20,0,2,5,7,60,666,NA
41756,2,1,1,1,5,4,290,50,42,0,20,3,8,0,NA,0,NA
41757,2,3,2,1,4,2,0,0,0,30,10,5,5,0,NA,666,NA
41758,2,1,1,1,5,2,428,0,428,999999,999999,1,15,7,120,0,NA
41759,2,2,3,1,5,1,600,100,0,75,50,1,5,6,90,6,6
41760,2,1,2,3,4,2,214,42,100,107,25,2,5,2,60,666,NA
41761,1,1,2,2,1,4,857,85,25,750,100,2,15,5,90,10,8
41762,2,2,3,4,3,2,600,300,0,800,80,1,15,2,60,666,NA
41763,2,1,1,3,5,5,750,0,300,0,40,3,10,7,180,7,7
41764,2,1,3,1,1,4,428,42,21,214,21,3,10,5,90,5,5
41765,2,1,3,1,5,1,300,55,32,200,50,2,20,0,NA,2,2
41766,2,3,99,3,5,3,280,40,30,50,0,3,5,7,60,10,10
41767,1,1,1,4,1,5,214,0,30,15,15,2,30,7,120,7,7
41768,1,2,3,3,5,3,321,64,20,500,40,2,10,4,180,2,2
41769,2,1,1,1,5,1,408,0,200,40,20,4,30,7,120,6,6
41770,2,1,1,1,1,3,600,128,0,214,0,1,15,7,120,7,7
41771,2,1,1,3,5,4,128,0,25,0,0,1,30,6,60,666,NA
41772,2,2,3,1,2,4,150,0,150,50,20,3,15,3,30,7,3
41773,2,2,4,3,5,1,70,0,200,25,15,2,5,4,120,3,3
41774,2,1,3,2,5,1,400,25,40,50,100,3,5,5,180,2,2
41775,2,2,2,2,4,2,150,50,0,50,0,2,5,3,300,0,NA
41776,1,4,1,3,5,2,200,0,50,2,0,4,10,7,60,10,10
41777,2,1,1,2,1,4,325,0,250,400,0,3,12,4,120,4,4
41778,2,3,1,2,5,1,450,0,100,200,0,4,10,5,120,5,5
41779,2,1,3,4,5,5,250,75,0,30,0,3,10,4,60,7,4
41780,2,2,2,2,3,2,200,0,0,0,0,1,30,7,30,666,NA
41781,2,2,2,3,5,5,320,120,200,160,35,3,15,4,90,7,5
41782,2,2,1,2,4,1,400,0,0,60,0,3,25,5,60,10,10
41783,2,1,1,3,1,1,100,0,0,30,0,2,5,4,60,666,NA
41784,2,2,1,3,5,1,425,0,0,50,0,3,20,2,180,7,7
41785,2,1,1,1,5,1,300,0,0,30,20,2,5,5,90,5,5
41786,2,1,1,1,5,3,600,75,0,0,0,1,15,7,90,7,7
41787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41788,2,1,3,1,1,2,214,0,0,0,0,2,5,7,60,3,3
41789,2,1,1,3,3,3,388,0,0,20,20,3,5,3,120,3,3
41790,1,3,1,3,5,1,400,20,50,75,50,4,15,3,60,0,NA
41791,2,1,2,3,5,1,300,20,0,50,0,4,60,4,30,21,18
41792,2,1,1,1,5,1,428,0,0,428,0,2,20,7,60,7,7
41793,2,1,2,2,2,2,100,0,75,10,0,5,30,7,60,666,NA
41794,2,3,3,4,5,5,250,0,250,20,35,3,5,3,30,0,NA
41795,2,3,3,3,5,1,700,0,0,0,0,4,15,7,60,7,7
41796,1,1,1,2,1,4,175,25,0,13,0,3,5,4,20,666,NA
41797,2,2,2,3,1,2,450,25,100,50,0,2,30,4,120,4,4
41798,1,1,1,1,5,1,450,100,0,30,0,4,20,3,240,1,1
41799,2,1,1,4,1,4,400,0,100,100,0,1,10,7,60,14,14
41800,2,2,2,2,1,3,400,50,0,171,107,3,10,5,60,5,5
41801,2,1,1,4,2,3,500,0,0,100,0,3,15,7,60,2,2
41802,2,4,5,1,5,1,800,100,40,100,0,2,10,6,90,6,6
41803,2,1,1,2,5,2,200,50,0,20,15,4,15,6,180,7,7
41804,2,3,4,3,2,3,428,0,214,500,100,2,5,6,120,21,21
41805,2,2,2,3,5,1,857,171,0,80,0,2,30,6,60,7,7
41806,1,1,2,1,5,1,100,999999,999999,0,0,6,15,7,30,666,NA
41807,2,2,2,2,5,2,857,214,85,128,0,2,15,5,45,15,15
41808,2,1,1,1,1,3,214,0,0,60,0,2,15,6,60,7,6
41809,2,2,2,3,5,3,530,0,0,20,0,2,5,7,60,7,7
41810,2,1,1,5,5,5,1000,0,0,100,0,1,10,7,180,14,14
41811,2,1,1,1,5,1,250,0,50,200,0,2,5,1,30,1,1
41812,1,2,1,2,5,1,350,100,21,0,0,2,5,1,60,7,1
41813,2,1,2,3,1,5,400,0,100,0,0,2,5,7,60,7,7
41814,2,3,2,1,5,3,150,30,0,55,0,3,6,0,NA,666,NA
41815,2,1,1,4,2,2,300,85,0,85,42,2,5,0,NA,666,NA
41816,2,2,2,3,5,2,600,0,0,0,0,3,15,7,120,7,7
41817,2,1,1,1,5,4,300,0,150,100,0,3,20,5,120,7,7
41818,2,1,1,1,5,4,535,0,0,25,0,1,15,6,45,6,6
41819,2,3,1,1,5,1,0,0,700,20,0,1,5,0,NA,0,NA
41820,2,2,2,2,5,3,400,0,0,100,0,1,30,7,180,7,7
41821,2,4,4,4,5,2,200,0,200,200,40,3,5,1,60,6,1
41822,2,1,1,1,5,3,642,42,0,50,20,2,15,4,90,7,7
41823,2,2,2,2,5,2,400,0,0,150,80,3,10,3,90,3,3
41824,2,1,1,3,5,2,300,0,0,50,20,4,5,7,90,7,7
41825,2,1,1,5,5,1,80,0,15,50,0,3,5,4,90,666,NA
41826,1,1,5,5,5,1,642,214,0,214,0,3,15,1,60,7,1
41827,2,1,3,4,5,5,428,107,0,321,8,1,10,6,60,6,6
41828,2,1,1,3,5,2,800,999999,0,200,0,2,20,0,NA,3,3
41829,2,2,4,1,5,1,642,171,42,428,642,2,10,4,60,4,4
41830,2,1,1,1,4,4,300,0,0,20,0,3,5,6,45,0,NA
41831,2,2,4,1,5,1,642,171,42,428,642,2,10,4,60,4,4
41832,2,1,1,1,5,1,480,210,60,0,10,2,101,7,120,7,7
41833,2,1,1,3,5,1,2142,0,137,0,30,3,15,5,80,2,2
41834,2,1,1,2,2,4,430,30,30,200,25,1,20,5,90,7,7
41835,2,1,1,4,5,5,800,0,500,0,0,3,30,7,120,7,7
41836,2,2,1,3,5,3,428,85,0,75,30,2,60,5,90,5,5
41837,1,1,2,2,1,4,857,85,25,750,100,2,15,5,90,10,8
41838,2,2,2,2,5,5,150,10,0,0,0,4,20,7,45,7,7
41839,2,1,1,3,5,4,642,0,0,342,60,1,5,7,90,0,NA
