"seqn","cbd010","cbq020","cbq030","cbq040","cbq050","cbq060","cbd070","cbd090","cbd110","cbd120","cbd130","cbq140","cbd150","cbd160","cbd170","cbd180","cbq190"
46369,2,3,3,3,5,1,428,0,0,0,0,2,30,7,90,7,7
46370,2,1,3,2,3,3,700,0,0,70,0,2,20,5,120,4,4
46371,1,1,1,1,1,1,900,50,0,340,20,3,10,6,90,3,3
46372,2,1,1,3,5,4,350,40,50,225,30,3,5,5,30,5,5
46373,2,1,1,2,5,2,800,0,0,200,20,1,20,7,60,7,5
46374,1,2,1,2,1,1,300,0,300,75,75,4,10,5,60,5,5
46375,2,2,1,1,1,1,428,0,130,100,0,2,15,5,75,7,5
46376,2,1,1,1,5,3,0,0,400,0,0,3,20,7,90,0,NA
46377,1,1,1,3,1,3,550,0,0,100,0,1,10,5,90,5,5
46378,2,2,2,3,1,1,500,0,0,50,0,1,10,5,120,7,5
46379,2,2,1,2,5,1,250,40,0,0,40,4,15,7,120,7,7
46380,2,1,1,1,1,1,200,50,50,210,0,3,5,0,NA,666,NA
46381,2,1,1,3,1,1,300,0,0,50,35,4,8,5,45,5,5
46382,2,2,5,1,5,1,500,0,0,115,300,4,15,5,180,3,3
46383,2,3,2,2,5,1,250,0,60,999999,0,3,10,3,90,3,3
46384,1,1,1,4,5,3,400,0,0,50,0,2,10,7,60,7,7
46385,2,1,1,1,5,4,600,150,0,50,0,2,5,3,60,666,NA
46386,1,1,1,2,1,5,400,25,350,1000,20,2,5,4,60,3,0
46387,1,1,1,1,4,1,200,0,0,75,0,3,25,5,120,7,7
46388,2,1,1,1,5,1,200,50,20,100,0,2,15,5,60,15,15
46389,2,1,1,1,1,1,200,0,0,20,0,1,20,7,60,21,21
46390,2,2,2,3,5,3,250,0,0,100,50,2,10,5,60,1,1
46391,2,2,3,1,5,1,400,50,25,685,0,2,20,3,90,6,3
46392,2,1,1,1,5,2,200,50,0,0,0,4,10,7,180,666,NA
46393,1,1,2,2,1,1,728,30,50,400,25,2,5,2,60,3,3
46394,2,1,1,1,1,1,600,0,0,200,30,2,5,6,90,19,18
46395,1,2,3,3,5,1,500,100,0,30,0,2,15,7,60,7,7
46396,2,1,3,4,5,1,514,0,171,171,0,2,10,3,60,20,20
46397,2,3,1,1,5,1,70,0,0,10,0,3,10,7,60,666,NA
46398,2,1,1,3,5,5,128,0,0,21,0,2,45,6,30,666,NA
46399,2,2,1,1,5,1,1285,85,42,20,20,3,10,4,120,7,4
46400,1,1,1,1,3,1,300,0,0,999999,999999,2,5,5,180,3,3
46401,2,1,1,2,4,1,350,20,35,20,20,3,30,7,120,0,NA
46402,2,1,1,1,5,4,400,0,200,65,20,2,8,5,2,21,21
46403,2,3,3,3,5,1,240,0,30,35,30,4,30,0,NA,4,0
46404,2,1,4,1,5,1,171,42,0,42,0,2,10,1,120,666,NA
46405,1,1,1,3,1,1,82,0,20,14,0,3,5,6,60,666,NA
46406,2,1,1,1,1,1,400,999999,30,300,0,2,10,2,60,4,4
46407,2,1,2,2,1,2,600,150,0,360,50,2,5,3,90,4,3
46408,1,1,1,4,2,1,400,100,21,428,0,5,60,7,60,7,7
46409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46410,2,4,1,5,5,3,400,0,0,50,0,3,15,2,60,2,2
46411,2,3,1,3,1,1,321,0,0,214,85,4,10,5,60,7,5
46412,2,2,2,4,4,1,428,0,0,0,0,2,10,7,60,7,7
46413,2,1,1,1,5,1,300,0,20,200,0,2,10,7,60,4,4
46414,1,1,2,1,5,3,350,0,0,150,0,4,15,0,NA,0,NA
46415,2,2,1,2,5,1,350,0,0,42,1,3,10,7,60,7,7
46416,2,2,2,2,5,2,300,0,100,50,0,2,3,7,120,7,7
46417,2,1,3,2,5,5,642,0,0,85,0,3,50,7,120,7,7
46418,2,1,2,1,5,2,600,0,0,0,0,2,10,7,30,11,11
46419,2,1,2,5,5,1,0,0,82,0,0,4,30,7,60,666,NA
46420,1,1,1,3,5,1,394,0,565,141,0,3,15,7,120,4,4
46421,2,1,1,3,5,3,857,0,0,100,100,2,20,7,60,7,7
46422,2,1,1,1,5,1,300,0,10,0,20,4,10,2,120,1,1
46423,2,2,2,2,5,3,350,0,0,100,0,1,15,6,1,8,8
46424,2,1,1,1,5,5,400,0,50,42,0,2,5,7,60,5,5
46425,2,1,1,1,5,1,642,100,100,300,50,3,7,7,120,1,1
46426,1,2,3,4,5,5,470,50,200,100,0,4,15,7,240,21,21
46427,2,2,2,3,5,1,642,30,150,0,30,2,5,6,120,7,6
46428,2,1,1,3,5,3,200,0,0,200,0,3,20,5,240,6,6
46429,1,2,2,2,5,3,250,40,100,80,30,1,15,5,120,4,4
46430,2,1,2,3,5,2,350,0,0,20,0,3,15,7,60,7,7
46431,1,1,3,1,5,1,400,0,30,200,0,2,5,4,120,3,3
46432,2,4,4,4,5,1,50,25,0,60,20,3,5,2,240,666,NA
46433,2,1,1,1,3,1,428,0,85,0,0,2,10,7,120,11,11
46434,2,1,2,1,5,5,300,50,10,75,3,3,2,7,30,7,7
46435,2,3,1,5,5,5,857,0,0,0,0,3,15,7,60,7,7
46436,2,2,1,3,2,3,106,0,0,0,0,4,90,1,240,1,1
46437,1,1,1,1,5,1,800,40,5,70,60,2,10,6,120,6,6
46438,2,1,1,4,5,5,600,500,0,200,50,2,10,4,180,7,7
46439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46440,1,1,4,5,5,5,700,100,400,1000,500,2,3,7,60,7,7
46441,2,1,1,1,1,1,642,42,0,171,0,1,15,7,60,7,7
46442,1,1,1,3,1,5,621,0,428,40,0,3,10,7,60,7,7
46443,2,1,1,5,1,3,300,0,5,20,0,2,5,7,40,7,7
46444,1,1,1,1,1,1,80,0,0,20,0,4,10,1,60,0,NA
46445,2,1,3,3,1,3,400,100,0,0,0,5,20,7,120,7,7
46446,2,1,2,1,5,2,400,0,0,250,0,2,25,4,90,7,4
46447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46448,2,1,2,1,5,3,800,100,0,800,100,2,10,15,60,10,10
46449,2,4,2,4,5,2,60,0,0,50,0,4,10,0,NA,666,NA
46450,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46451,2,1,1,1,1,4,700,100,0,100,0,2,10,5,60,7,7
46452,2,1,1,3,5,3,107,0,0,15,0,2,10,5,60,666,NA
46453,2,1,1,1,5,3,900,0,0,400,20,1,15,7,90,7,7
46454,2,1,1,3,5,3,342,0,60,128,0,2,5,7,30,7,7
46455,2,1,2,3,5,1,857,85,0,40,20,2,10,7,2,7,7
46456,2,2,2,3,5,3,150,0,0,40,0,2,5,5,120,5,5
46457,1,1,2,1,1,1,857,64,0,214,50,2,15,4,60,3,3
46458,2,1,1,4,3,1,400,0,150,300,0,3,15,7,120,1,1
46459,2,1,1,1,5,1,800,171,50,100,0,2,10,5,60,16,13
46460,9,1,1,1,3,1,130,0,0,30,0,4,5,7,90,999,NA
46461,1,2,3,3,1,2,150,40,80,200,30,4,60,3,120,666,NA
46462,1,1,1,4,1,5,535,107,0,250,50,2,10,5,60,5,5
46463,2,2,5,1,5,1,200,0,100,100,0,3,5,6,90,6,6
46464,2,3,2,2,5,4,120,0,0,0,0,1,10,6,90,666,NA
46465,1,1,1,3,5,3,200,0,100,0,0,3,15,7,120,7,7
46466,1,1,2,4,1,4,700,100,150,60,60,2,5,5,60,2,2
46467,2,3,3,4,5,5,428,0,0,0,0,2,5,7,45,21,21
46468,2,3,1,3,5,2,100,0,40,40,64,4,10,3,120,3,3
46469,2,1,1,1,5,1,600,200,0,128,50,2,10,5,90,5,5
46470,1,1,2,3,1,4,400,25,0,50,0,2,5,6,60,21,20
46471,2,1,2,1,1,1,700,200,100,857,214,2,5,3,15,15,10
46472,2,3,2,1,5,1,750,0,100,300,125,2,10,5,60,19,14
46473,1,1,1,5,5,5,999999,999999,0,0,0,3,10,7,180,21,21
46474,2,1,1,1,5,1,214,0,21,20,17,3,3,2,60,666,NA
46475,1,1,3,2,4,1,214,0,342,321,7,2,20,4,120,11,11
46476,2,3,1,1,5,1,214,40,20,0,0,4,30,7,60,666,NA
46477,1,1,1,1,5,1,500,150,300,300,80,2,15,4,60,7,4
46478,2,1,2,3,5,2,1500,64,0,642,0,2,15,7,120,7,7
46479,NA,4,4,1,5,1,150,0,146,100,0,2,10,3,60,666,NA
46480,2,1,1,1,1,1,600,0,0,10,0,3,10,4,90,5,5
46481,2,1,1,1,1,1,400,0,100,200,0,2,10,4,80,7,4
46482,2,1,2,2,5,1,428,0,0,321,85,2,5,7,120,2,2
46483,1,1,4,3,1,3,642,0,0,300,0,2,15,4,90,2,0
46484,2,2,5,2,4,2,642,85,42,600,150,3,5,4,90,6,4
46485,1,1,1,1,1,1,500,0,250,100,0,4,10,7,120,0,NA
46486,1,3,1,4,1,5,300,20,7,85,85,3,120,3,90,666,NA
46487,1,1,1,2,1,4,200,20,0,40,0,2,2,6,45,6,6
46488,2,3,5,3,5,5,200,0,0,150,0,2,5,0,NA,0,NA
46489,2,1,1,1,5,1,642,0,0,428,0,2,15,3,45,2,2
46490,2,2,2,2,5,1,300,0,0,75,0,2,40,7,60,15,15
46491,2,1,1,1,5,5,500,0,200,0,0,3,NA,7,120,7,7
46492,1,1,1,4,5,4,250,75,0,200,0,3,10,6,90,10,9
46493,1,2,1,3,1,3,200,50,0,50,0,2,15,7,240,7,7
46494,2,2,2,3,5,4,500,25,0,0,0,4,7,7,150,3,3
46495,2,1,1,1,1,1,214,0,0,50,0,2,10,7,1,7,7
46496,1,1,1,1,5,5,214,64,85,257,10,4,5,4,60,2,2
46497,1,1,2,4,4,2,125,0,50,450,0,2,10,2,60,2,2
46498,2,1,1,4,5,5,400,0,0,50,0,2,10,7,30,7,7
46499,2,1,1,1,1,4,300,100,0,0,0,2,30,7,120,7,7
46500,2,2,2,4,5,4,257,0,0,50,0,2,5,3,120,2,2
46501,2,2,3,2,5,2,250,0,0,0,0,2,10,5,45,666,NA
46502,NA,3,1,4,5,1,100,0,0,50,0,2,15,7,30,666,NA
46503,2,1,3,1,1,4,500,100,0,400,20,2,5,0,NA,666,NA
46504,2,2,2,3,5,3,771,171,0,214,85,2,15,5,1,6,6
46505,2,1,1,1,1,1,400,0,150,150,0,1,15,7,60,7,7
46506,1,2,1,2,5,5,500,0,0,200,50,1,5,7,60,5,5
46507,2,1,1,1,1,1,843,140,40,500,11,1,10,7,120,7,7
46508,1,3,1,2,5,1,214,42,42,12,15,2,12,5,20,6,5
46509,2,1,1,5,5,1,175,0,0,0,0,2,20,4,120,666,NA
46510,2,1,2,5,1,4,200,0,0,70,0,3,10,4,60,4,4
46511,2,1,1,1,5,1,400,30,0,30,0,2,10,7,60,7,7
46512,2,1,2,1,5,1,411,60,0,50,0,3,15,3,60,2,2
46513,2,3,2,1,5,1,500,100,100,214,214,4,5,3,120,2,2
46514,2,1,1,3,1,5,321,85,0,30,0,2,5,4,60,4,4
46515,2,1,1,2,5,2,800,40,0,999999,100,3,30,5,60,3,3
46516,2,1,1,1,5,1,514,128,64,0,0,2,15,2,120,7,7
46517,2,2,3,1,5,1,800,0,428,50,50,2,15,4,300,4,4
46518,2,1,2,2,1,1,428,107,0,50,42,2,5,5,60,7,7
46519,2,2,2,3,5,3,300,100,40,60,0,2,15,7,120,7,7
46520,2,1,1,2,3,1,600,60,0,0,25,3,10,7,180,2,2
46521,2,1,1,1,1,5,700,0,100,500,200,1,5,5,60,5,5
46522,1,1,1,1,1,1,1178,999999,0,107,0,2,10,7,90,16,16
46523,2,1,2,2,5,5,700,225,60,750,15,1,5,7,90,6,4
46524,1,1,1,1,1,1,400,50,20,130,50,1,5,4,90,0,NA
46525,1,3,2,1,5,2,857,0,50,75,0,1,15,6,60,7,6
46526,2,1,2,1,1,5,350,100,250,100,0,2,25,5,60,15,15
46527,1,1,1,4,1,1,0,0,630,0,0,3,35,7,300,7,7
46528,2,1,1,1,5,1,200,50,20,100,0,2,15,5,60,15,15
46529,2,1,1,1,5,1,120,20,0,30,0,2,10,5,120,5,5
46530,2,1,1,4,5,3,1000,100,0,0,0,1,10,7,120,7,7
46531,2,3,3,4,5,1,128,0,0,0,0,2,10,7,180,7,7
46532,2,2,2,2,4,2,500,100,0,40,15,2,15,7,60,0,NA
46533,2,2,2,1,5,2,500,0,100,100,100,3,30,1,45,1,1
46534,2,3,3,3,5,3,857,0,60,0,0,3,5,7,120,7,7
46535,2,1,1,3,5,1,750,171,0,0,0,2,10,7,120,7,7
46536,2,1,1,1,5,1,400,0,0,20,0,1,10,7,120,12,12
46537,1,1,1,4,4,5,428,0,0,428,50,2,5,7,120,7,5
46538,2,2,2,4,5,2,642,0,642,30,0,2,30,7,180,7,5
46539,2,3,4,3,5,1,350,0,80,100,0,2,10,7,120,7,7
46540,2,2,4,4,5,2,642,0,0,50,35,1,7,7,120,7,7
46541,1,2,3,1,1,1,471,0,107,171,0,2,22,5,120,7,5
46542,2,1,1,1,5,5,300,0,0,300,20,4,25,6,60,7,7
46543,2,1,1,1,5,1,500,0,0,100,0,3,20,7,60,7,7
46544,2,1,1,1,1,1,300,0,0,0,0,99,5,7,99999,0,NA
46545,2,1,1,1,5,1,550,0,20,0,0,2,7,7,60,6,6
46546,1,1,1,1,4,1,600,100,200,500,0,2,5,7,180,5,5
46547,2,1,1,1,5,1,171,21,100,50,0,3,5,6,35,10,7
46548,2,1,1,1,5,5,171,0,0,0,0,4,20,7,60,7,7
46549,2,1,1,3,5,4,400,0,0,0,0,2,15,7,120,7,7
46550,2,1,2,2,5,2,642,0,0,24,60,2,10,7,60,7,7
46551,1,4,4,2,5,1,400,150,0,150,50,2,10,2,60,2,2
46552,2,1,3,1,5,1,250,20,140,50,0,3,15,6,120,7,6
46553,1,2,1,1,1,1,500,50,0,0,0,2,20,7,60,12,12
46554,1,1,1,3,5,1,642,85,20,150,25,2,10,7,60,7,7
46555,2,1,1,3,5,1,250,0,0,0,0,2,10,6,60,6,6
46556,2,3,3,4,5,1,128,0,0,0,0,2,10,7,180,7,7
46557,2,1,1,1,5,1,300,0,20,200,0,2,10,7,60,4,4
46558,1,3,2,1,5,2,857,0,50,75,0,1,15,6,60,7,6
46559,1,1,1,1,1,1,90,0,51,12,0,3,5,7,45,666,NA
46560,1,1,2,1,2,1,350,60,600,200,200,2,6,2,120,4,2
46561,2,1,2,4,1,5,300,50,0,300,0,1,5,3,60,9,9
46562,2,1,1,1,5,1,1000,0,428,50,0,3,15,7,60,3,3
46563,2,1,1,5,5,5,400,20,100,250,50,5,5,6,120,666,NA
46564,2,1,2,1,2,1,942,214,20,150,80,1,5,6,90,3,3
46565,1,1,1,2,2,3,600,250,200,428,0,3,15,7,60,3,3
46566,2,1,1,2,5,2,857,0,0,240,80,2,10,4,90,4,4
46567,2,2,3,1,1,2,214,42,214,321,0,3,10,3,30,3,3
46568,2,1,2,1,5,1,200,0,0,75,0,3,5,7,60,7,7
46569,2,2,2,3,5,4,150,60,50,64,0,1,5,6,45,6,6
46570,2,1,1,4,5,2,100,0,0,0,0,1,10,7,60,7,7
46571,2,1,3,1,5,1,999999,999999,0,128,0,5,10,7,60,3,3
46572,2,1,1,1,5,5,120,0,0,50,0,3,5,3,30,666,NA
46573,2,2,2,3,5,4,400,171,0,0,0,2,10,7,60,3,3
46574,2,1,1,3,1,4,550,0,0,150,0,2,4,7,90,7,7
46575,2,1,3,1,1,2,214,0,0,0,0,2,5,7,60,3,3
46576,2,1,3,3,5,1,514,85,300,400,0,2,10,7,90,5,5
46577,2,1,2,1,1,1,200,50,30,100,0,2,20,6,60,7,6
46578,2,1,1,5,5,4,100,0,0,30,0,3,10,7,1,666,NA
46579,2,1,1,1,5,1,40,0,0,20,30,6,10,0,NA,666,NA
46580,2,1,5,1,5,5,450,30,0,0,50,2,5,7,60,0,NA
46581,2,1,1,1,5,3,342,0,0,50,0,2,20,7,180,7,7
46582,2,2,2,2,5,2,200,60,0,50,0,5,3,6,50,5,5
46583,1,2,3,5,1,1,1200,0,150,50,0,1,10,3,120,3,3
46584,2,2,1,2,5,2,350,25,30,100,50,2,10,5,90,4,4
46585,9,1,1,1,3,1,130,0,0,30,0,4,5,7,90,999,NA
46586,2,2,2,2,5,3,300,40,20,400,100,3,10,0,NA,5,2
46587,2,1,2,2,5,1,0,0,60,40,0,4,5,3,30,7,3
46588,2,1,1,1,5,1,200,25,0,0,0,2,5,7,20,666,NA
46589,2,4,3,3,5,3,50,0,0,11,0,3,5,3,60,666,NA
46590,1,1,1,1,1,1,342,0,85,85,0,1,5,5,60,5,5
46591,2,1,1,1,5,1,321,20,0,100,40,3,5,7,120,666,NA
46592,1,1,1,2,3,5,1000,100,0,450,50,2,5,6,60,4,4
46593,1,1,1,4,1,2,250,0,42,0,0,4,2,4,180,7,7
46594,2,1,1,1,5,1,400,50,0,125,60,2,5,3,180,4,4
46595,2,1,1,1,1,5,400,100,0,25,0,4,5,4,120,666,NA
46596,2,3,3,3,4,3,154,0,999999,40,10,3,30,1,60,0,NA
46597,2,1,2,1,1,3,100,0,250,250,0,3,20,4,90,3,3
46598,2,1,1,1,1,1,600,0,0,10,0,3,10,4,90,5,5
46599,2,1,1,3,3,3,300,0,0,0,0,4,20,7,120,7,7
46600,1,1,3,1,4,1,250,0,200,40,260,3,4,3,30,0,NA
46601,2,1,1,3,1,5,200,0,0,999999,0,3,5,3,90,0,NA
46602,2,1,2,1,5,3,500,0,200,50,30,2,10,5,60,5,5
46603,1,1,1,1,1,1,150,25,53,100,0,4,30,7,90,7,7
46604,1,1,1,4,5,5,857,125,0,100,300,1,10,0,NA,666,NA
46605,2,1,1,1,5,2,240,80,80,40,0,3,10,3,70,3,3
46606,2,1,2,1,5,1,350,64,0,30,0,2,15,6,90,6,6
46607,2,2,2,1,1,4,720,120,60,100,100,2,25,4,60,4,4
46608,2,1,3,2,5,1,857,0,1285,0,0,1,20,7,120,7,7
46609,2,1,3,1,1,5,342,20,0,64,0,2,10,2,10,666,NA
46610,2,2,2,3,5,3,500,0,0,70,999999,1,30,5,120,5,5
46611,1,1,1,3,1,3,1714,50,0,0,20,2,7,7,90,7,7
46612,2,2,2,2,5,1,642,0,0,50,0,2,15,7,120,5,5
46613,2,4,1,5,5,1,500,0,272,0,0,1,120,7,120,14,14
46614,1,1,3,3,4,5,250,0,50,50,20,2,15,6,20,7,6
46615,2,1,1,2,5,2,300,25,0,100,0,4,10,3,120,4,3
46616,1,1,2,2,5,5,350,70,0,200,0,2,15,5,420,6,3
46617,2,3,2,5,5,1,514,85,0,0,0,1,20,7,60,0,NA
46618,2,3,4,1,1,1,214,0,171,428,0,2,3,5,45,5,5
46619,2,1,1,3,1,3,300,0,0,30,0,3,10,7,120,7,7
46620,2,2,3,1,5,3,200,50,50,200,100,4,30,5,60,5,5
46621,2,1,1,3,5,1,214,0,128,171,25,3,10,5,60,7,5
46622,2,1,3,3,5,3,400,150,50,557,50,1,5,3,180,2,2
46623,2,1,1,3,5,5,857,428,0,428,0,2,3,6,180,7,6
46624,2,3,4,1,1,1,300,0,0,75,50,2,NA,3,60,3,3
46625,2,2,1,1,5,2,300,0,0,40,0,2,25,7,45,0,NA
46626,2,1,1,4,1,5,300,0,0,150,0,2,60,0,NA,7,0
46627,2,3,1,3,3,3,400,0,0,0,0,2,10,7,180,7,7
46628,2,3,3,3,5,1,700,0,0,0,0,4,15,7,60,7,7
46629,2,2,1,2,5,1,30,0,300,100,0,2,20,1,30,21,10
46630,2,3,3,2,5,1,350,0,100,100,60,2,5,2,60,0,NA
46631,2,1,1,2,5,1,1714,40,30,30,0,2,5,7,60,7,7
46632,2,1,1,3,5,5,214,50,0,42,0,2,15,7,120,7,7
46633,2,2,3,1,5,3,400,35,0,0,0,4,10,7,120,14,14
46634,1,1,1,2,5,3,130,0,0,3,0,2,10,7,20,666,NA
46635,2,2,2,1,5,1,642,0,0,999999,30,2,5,7,120,7,7
46636,2,1,1,3,1,4,214,42,0,42,0,1,20,7,60,666,NA
46637,2,1,1,1,1,1,700,0,0,300,428,1,10,4,120,4,4
46638,2,1,2,1,5,3,400,0,0,150,0,2,15,5,60,5,5
46639,2,1,1,1,5,1,300,60,0,80,0,3,10,3,120,5,3
46640,2,3,1,2,2,2,180,30,40,65,50,4,25,4,90,4,4
46641,2,1,2,4,5,4,642,0,257,100,0,1,30,7,120,4,4
46642,2,2,3,4,2,3,342,85,42,25,0,3,15,7,60,0,NA
46643,2,2,3,1,5,1,400,0,50,250,0,1,10,1,60,1,1
46644,2,1,3,2,5,3,250,0,300,175,0,2,25,6,90,11,11
46645,2,2,1,3,3,1,385,0,20,50,20,2,5,6,30,2,2
46646,2,1,2,2,4,3,1285,214,150,214,64,2,10,6,45,3,3
46647,2,1,1,1,3,1,100,0,50,0,0,4,15,0,NA,666,NA
46648,2,1,1,1,1,1,450,0,30,100,0,2,5,5,60,5,5
46649,2,1,3,3,1,1,500,150,0,150,0,3,3,6,60,5,5
46650,2,2,3,4,5,4,80,0,0,50,0,2,15,7,120,7,7
46651,2,1,3,3,1,3,400,100,0,0,0,5,20,7,120,7,7
46652,2,1,3,1,1,2,200,0,100,120,0,2,5,6,90,15,15
46653,2,1,1,1,5,1,450,150,20,0,0,4,10,7,60,7,7
46654,2,3,99,3,5,3,280,40,30,50,0,3,5,7,60,10,10
46655,1,1,1,3,1,2,150,30,25,171,128,4,10,2,40,2,2
46656,2,1,2,2,5,1,500,0,0,60,0,1,10,7,120,2,2
46657,1,1,2,4,1,3,200,0,0,80,5,3,60,6,120,18,18
46658,2,1,1,3,5,5,0,0,250,100,20,3,10,7,90,3,3
46659,2,1,5,1,5,1,300,0,15,0,60,2,3,5,45,7,7
46660,2,2,2,2,4,2,200,0,100,100,100,1,5,3,60,2,2
46661,2,2,1,1,1,1,300,100,0,60,25,2,10,7,60,7,7
46662,2,2,2,1,5,1,500,100,40,0,250,1,7,4,120,3,3
46663,2,2,1,1,5,1,250,0,0,0,20,4,5,7,60,6,6
46664,2,1,2,3,1,2,800,0,0,50,0,2,45,4,180,7,7
46665,2,1,1,2,1,3,1071,214,0,500,260,1,20,5,180,5,5
46666,1,1,1,3,5,1,450,20,50,500,23,2,5,4,60,16,16
46667,1,1,1,3,1,1,800,200,200,214,16,2,15,3,90,14,12
46668,2,1,1,2,5,3,500,120,100,300,30,2,7,5,360,3,3
46669,2,1,1,2,5,2,800,40,0,999999,100,3,30,5,60,3,3
46670,2,1,3,1,3,2,428,21,0,210,0,1,6,7,120,7,7
46671,2,1,1,1,5,3,150,0,0,30,50,3,5,4,60,7,5
46672,1,1,1,1,5,3,857,0,428,128,0,2,30,6,60,7,6
46673,2,1,2,2,5,2,500,100,50,120,30,2,5,6,45,6,6
46674,2,1,4,2,5,1,640,140,50,50,50,2,10,4,60,3,3
46675,2,2,1,1,1,1,500,30,150,300,0,2,10,4,10,4,4
46676,2,1,1,4,1,2,400,0,0,60,0,2,3,7,120,7,7
46677,2,1,1,1,5,1,1285,128,0,0,20,2,10,7,90,7,7
46678,2,2,2,2,5,2,200,20,200,10,0,4,10,4,120,4,4
46679,2,3,1,1,3,3,150,0,150,200,75,1,10,7,60,3,3
46680,2,1,1,3,5,5,500,0,200,128,0,1,45,7,60,21,21
46681,2,1,1,5,3,5,350,0,40,45,0,4,30,7,240,7,7
46682,1,1,3,3,1,5,600,50,0,20,0,2,10,6,60,6,6
46683,2,2,1,1,5,1,1285,85,42,20,20,3,10,4,120,7,4
46684,2,1,1,1,5,1,600,0,100,50,100,3,10,7,90,7,7
46685,2,2,3,3,4,3,200,30,30,100,0,4,15,5,240,0,NA
46686,2,1,1,3,1,4,550,0,0,150,0,2,4,7,90,7,7
46687,2,1,2,4,3,1,100,25,0,10,0,3,10,4,60,4,4
46688,2,1,1,1,5,1,300,20,30,75,40,2,10,4,120,7,7
46689,1,1,1,1,5,4,300,0,0,50,0,2,10,3,120,16,16
46690,2,4,1,1,5,1,214,0,30,171,0,2,5,4,30,7,4
46691,2,1,1,1,1,1,600,0,100,100,100,2,15,7,60,7,5
46692,2,1,3,3,1,5,300,100,0,257,20,4,5,1,90,0,NA
46693,2,1,1,3,5,1,450,0,200,999999,999999,1,10,7,240,5,5
46694,2,1,1,1,1,5,500,50,0,12,0,2,5,7,30,7,7
46695,2,1,1,4,5,4,400,100,300,200,0,1,10,7,120,7,7
46696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46697,2,1,1,1,2,1,400,0,30,150,0,4,5,0,NA,0,NA
46698,1,1,1,1,1,5,600,100,100,30,30,1,5,5,60,4,4
46699,2,3,2,4,1,4,200,0,0,20,0,3,10,7,120,666,NA
46700,2,1,1,1,5,4,428,0,85,200,20,2,3,7,30,7,7
46701,2,1,1,1,5,3,857,0,150,125,0,1,20,7,90,7,7
46702,2,1,1,4,5,5,150,0,100,60,40,3,3,5,45,4,4
46703,1,3,2,1,5,1,1071,128,214,450,42,2,10,4,60,14,4
46704,1,1,1,3,4,2,100,0,0,15,0,3,15,7,90,7,7
46705,1,2,3,1,5,1,321,0,214,128,64,2,5,3,120,7,3
46706,2,1,1,4,5,4,300,0,0,10,0,2,5,4,60,0,NA
46707,2,2,2,2,5,5,175,0,0,40,0,4,5,3,60,0,NA
46708,1,2,2,3,5,4,200,0,0,50,100,2,2,4,120,0,NA
46709,2,3,3,2,5,1,500,0,40,60,0,1,10,7,120,7,7
46710,1,2,2,4,3,3,400,0,0,300,0,2,15,5,120,5,5
46711,2,3,1,3,5,4,150,0,0,200,0,4,10,0,NA,666,NA
46712,2,1,1,4,5,4,200,5,0,35,0,2,15,6,20,666,NA
46713,2,2,2,2,5,1,428,107,0,100,0,2,20,4,90,4,4
46714,2,1,3,3,5,5,1285,0,0,0,0,2,15,7,120,7,7
46715,2,1,1,3,5,1,400,0,0,0,0,2,10,7,60,7,7
46716,1,1,1,4,5,1,500,0,0,100,0,3,5,3,90,0,NA
46717,2,1,1,1,5,1,700,150,0,428,30,2,10,7,120,4,4
46718,2,1,1,1,5,1,1285,128,0,0,20,2,10,7,90,7,7
46719,2,1,2,3,1,4,500,200,0,300,25,2,15,6,60,7,6
46720,2,1,1,1,5,3,400,50,0,75,0,2,5,6,45,6,6
46721,2,2,2,4,5,4,500,0,0,171,171,2,15,3,120,3,3
46722,2,2,2,3,4,4,180,0,30,50,0,4,30,4,60,666,NA
46723,1,1,1,1,1,1,500,0,0,1,0,2,10,7,60,7,7
46724,2,1,1,5,5,1,180,0,0,0,0,4,30,7,90,666,NA
46725,2,2,2,2,5,2,857,214,320,240,0,3,15,7,120,7,7
46726,2,1,1,1,5,5,350,0,0,250,48,4,10,6,180,4,4
46727,2,1,4,2,1,2,642,21,30,100,20,2,5,5,45,16,16
46728,1,1,1,4,3,5,500,100,0,200,25,1,10,5,60,5,5
46729,1,1,1,3,5,1,700,300,0,40,27,2,10,7,120,7,7
46730,2,2,1,1,5,1,857,0,0,85,85,4,5,2,60,7,2
46731,2,1,1,3,1,5,428,0,10,20,0,3,10,7,120,12,12
46732,2,1,1,1,5,1,500,100,0,150,0,1,10,6,60,6,6
46733,1,1,2,3,2,3,500,0,20,20,0,2,20,7,180,10,10
46734,2,1,3,5,1,5,150,10,0,300,0,3,10,7,45,666,NA
46735,2,1,1,1,5,3,1714,0,0,0,0,3,10,6,60,6,6
46736,2,1,1,4,3,4,200,0,100,100,0,2,20,4,90,666,NA
46737,2,1,4,3,1,3,642,128,0,150,0,2,40,5,60,7,5
46738,2,1,1,1,1,1,800,200,428,350,350,3,10,7,240,0,NA
