"seqn","ocd150","ocq180","ocq210","ocd231","ocd241","ocq260","ocq265","ocd270","ocq290g","ocq290q","ocq380","ocd390g","ocd392","ocd395"
33649,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,21,204
33652,1,60,NA,8,17,1,1,156,2,NA,NA,2,NA,NA
33655,1,40,NA,7,16,1,1,36,2,NA,NA,2,NA,NA
33657,1,40,NA,6,22,99,2,10,2,NA,NA,2,NA,NA
33658,1,40,NA,10,3,1,1,1,2,NA,NA,2,NA,NA
33659,1,40,NA,8,11,1,1,48,1,4,NA,1,16,84
33660,1,45,NA,6,3,1,1,96,2,NA,NA,2,NA,NA
33662,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,8,96
33663,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,360
33666,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,19,240
33667,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,21,240
33668,1,32,1,9,17,1,1,17,2,NA,NA,2,NA,NA
33669,1,50,NA,6,1,1,1,72,2,NA,NA,2,NA,NA
33670,1,30,2,4,19,1,1,4,2,NA,NA,2,NA,NA
33673,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,19,324
33675,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,22,204
33676,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,22,1
33678,1,35,NA,10,16,1,1,0,2,NA,NA,2,NA,NA
33680,1,8,2,18,16,1,1,12,2,NA,NA,2,NA,NA
33681,1,55,NA,10,4,1,1,9,2,NA,NA,2,NA,NA
33682,1,35,NA,15,9,1,1,36,2,NA,NA,2,NA,NA
33683,1,67,NA,4,19,1,1,168,2,NA,NA,2,NA,NA
33684,1,46,NA,9,17,1,1,18,2,NA,NA,1,1,360
33687,1,40,NA,16,15,6,1,24,2,NA,NA,1,18,360
33688,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,22,168
33690,1,40,NA,9,17,1,1,72,2,NA,NA,2,NA,NA
33691,1,4,2,6,21,5,5,456,2,NA,NA,2,NA,NA
33694,1,40,NA,8,20,1,1,84,2,NA,NA,1,18,180
33695,1,10,2,1,1,5,1,120,2,NA,NA,2,NA,NA
33696,2,NA,1,12,19,5,1,96,2,NA,NA,1,21,240
33698,1,16,2,18,13,1,1,36,2,NA,NA,1,1,168
33699,1,45,NA,11,1,1,1,9,2,NA,NA,2,NA,NA
33700,1,40,NA,21,3,4,1,8,2,NA,NA,1,8,3
33708,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,19,3
33709,1,60,NA,4,19,5,1,6,2,NA,NA,1,19,132
33711,1,42,NA,19,17,1,1,1,2,NA,NA,2,NA,NA
33712,1,35,NA,17,16,1,1,24,1,1,NA,1,17,36
33713,1,72,NA,15,8,3,1,3,2,NA,NA,2,NA,NA
33714,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,21,72
33715,1,20,2,16,6,4,1,72,2,NA,NA,2,NA,NA
33716,1,32,2,4,19,1,1,48,1,8,NA,2,NA,NA
33720,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,16,0
33721,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,4,NA,NA
33724,1,47,NA,4,19,1,1,8,2,NA,NA,1,16,24
33725,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,14,60
33726,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,19,420
33727,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,21,180
33728,1,75,NA,9,15,1,4,144,2,NA,NA,2,NA,NA
33729,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,17,360
33730,1,27,2,18,13,1,3,2,2,NA,NA,2,NA,NA
33731,1,8,1,6,22,1,3,24,2,NA,NA,2,NA,NA
33734,1,48,NA,4,19,1,1,48,2,NA,NA,2,NA,NA
33735,1,38,NA,13,11,1,1,48,1,1,NA,2,NA,NA
33736,1,16,2,8,16,1,1,60,2,NA,NA,1,1,72
33737,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,240
33738,1,63,NA,9,3,3,1,156,2,NA,NA,2,NA,NA
33739,1,45,NA,16,16,1,1,2,2,NA,NA,2,NA,NA
33740,1,34,1,18,14,1,1,14,2,NA,NA,2,NA,NA
33742,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,15,0
33743,1,40,NA,8,22,1,2,9,1,1,NA,2,NA,NA
33744,1,40,NA,8,16,1,1,60,1,1,NA,2,NA,NA
33745,1,36,NA,5,21,1,3,60,2,NA,NA,1,16,156
33746,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,16,0
33748,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,13,192
33750,1,50,NA,4,19,5,1,120,2,NA,NA,2,NA,NA
33751,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,16,240
33753,1,40,NA,11,17,1,1,2,2,NA,NA,1,13,36
33754,1,62,NA,21,12,4,1,204,2,NA,NA,2,NA,NA
33755,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,13,6
33756,1,40,NA,10,17,1,1,36,2,NA,NA,1,14,156
33757,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,22,6
33761,1,50,NA,13,4,1,1,312,2,NA,NA,2,NA,NA
33762,1,42,NA,10,9,1,5,276,2,NA,NA,2,NA,NA
33765,1,50,NA,21,12,4,4,96,1,6,NA,2,NA,NA
33767,1,40,NA,21,9,3,1,12,2,NA,NA,1,8,60
33768,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,17,144
33769,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,22,288
33770,2,NA,1,6,21,1,4,36,2,NA,NA,2,NA,NA
33771,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,22,360
33774,2,NA,1,16,10,1,1,96,1,3,NA,2,NA,NA
33775,1,40,NA,11,17,1,1,348,1,1,NA,2,NA,NA
33777,1,38,NA,19,20,1,1,108,2,NA,NA,2,NA,NA
33778,1,60,NA,7,22,1,5,48,1,1,NA,1,16,108
33779,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,4,NA,NA
33780,1,40,NA,8,17,1,3,120,2,NA,NA,2,NA,NA
33783,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,72
33784,1,45,NA,15,8,3,1,36,2,NA,NA,2,NA,NA
33788,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,15,2
33789,1,46,NA,16,11,1,4,24,2,NA,NA,2,NA,NA
33790,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,NA,NA
33792,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,360
33793,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,17,420
33795,1,18,2,8,16,1,4,2,2,NA,NA,2,NA,NA
33796,1,37,NA,17,1,3,1,180,2,NA,NA,1,19,312
33797,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,17,228
33798,1,20,2,16,22,1,1,180,2,NA,NA,2,NA,NA
33799,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,13,2
33800,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,13,24
33802,1,52,NA,4,21,1,1,12,2,NA,NA,2,NA,NA
33803,1,25,2,11,2,1,1,3,2,NA,NA,1,17,228
33805,1,45,NA,4,1,5,1,24,1,8,NA,2,NA,NA
33806,1,44,NA,15,8,1,1,144,2,NA,NA,2,NA,NA
33808,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,22,420
33811,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,19,0
33812,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,600
33814,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,4,NA,NA
33817,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,4,360
33819,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,444
33821,1,43,NA,5,21,1,2,24,2,NA,NA,1,21,30
33822,1,80,NA,18,13,1,5,14,2,NA,NA,2,NA,NA
33823,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,12
33825,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,NA,NA
33827,1,36,NA,11,3,1,3,288,2,NA,NA,2,NA,NA
33828,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,16,6
33830,2,NA,2,17,12,4,5,6,1,1,NA,2,NA,NA
33831,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,NA,NA
33832,1,40,NA,14,20,5,1,14,2,NA,NA,1,12,420
33833,2,NA,1,13,4,1,1,2,1,1,NA,1,15,2
33836,1,40,NA,6,14,1,1,9,1,0,NA,2,NA,NA
33838,1,15,2,18,13,1,1,6,2,NA,NA,2,NA,NA
33840,1,20,1,13,2,5,1,36,2,NA,NA,2,NA,NA
33841,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,4,NA,NA
33842,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,13,12
33845,1,70,NA,9,22,2,5,60,2,NA,NA,2,NA,NA
33847,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,17,60
33848,1,30,2,16,11,1,4,8,2,NA,NA,2,NA,NA
33849,1,40,NA,16,10,1,2,24,2,NA,NA,1,21,204
33851,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,13,4
33852,1,32,2,18,13,1,2,60,1,6,NA,2,NA,NA
33853,1,34,1,13,4,1,1,60,2,NA,NA,2,NA,NA
33854,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,22,144
33856,1,40,NA,15,8,3,2,8,2,NA,NA,1,16,36
33857,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,NA,NA
33858,1,40,NA,18,13,1,4,14,2,NA,NA,2,NA,NA
33860,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,3,120
33861,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,19,720
33863,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,15,12
33864,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,8,168
33866,1,50,NA,5,3,1,1,60,2,NA,NA,1,17,120
33867,1,45,NA,4,16,1,1,24,2,NA,NA,1,17,36
33870,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,22,6
33871,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,17,180
33874,1,8,2,14,14,1,1,24,2,NA,NA,1,16,48
33876,1,40,NA,14,14,1,5,48,2,NA,NA,1,21,144
33877,1,40,NA,10,17,1,1,60,2,NA,NA,2,NA,NA
33879,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,13,120
33880,1,52,NA,16,15,5,1,36,2,NA,NA,1,17,84
33881,1,60,NA,5,21,2,1,12,1,8,NA,2,NA,NA
33882,1,30,2,8,16,1,1,1,2,NA,NA,2,NA,NA
33885,2,NA,2,12,16,1,1,72,2,NA,NA,2,NA,NA
33890,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,NA,NA
33892,1,48,NA,6,16,1,1,120,2,NA,NA,2,NA,NA
33894,1,60,NA,8,16,1,1,144,2,NA,NA,2,NA,NA
33895,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,17,480
33899,1,48,NA,13,5,1,2,12,2,NA,NA,1,1,120
33901,1,50,NA,19,20,1,1,96,1,1,NA,2,NA,NA
33904,1,24,1,16,11,1,2,60,2,NA,NA,2,NA,NA
33906,1,41,NA,4,19,1,1,252,2,NA,NA,2,NA,NA
33907,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,22,18
33908,1,40,NA,14,14,1,1,12,2,NA,NA,1,18,36
33910,1,40,NA,15,3,4,1,60,2,NA,NA,2,NA,NA
33911,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,NA,NA
33912,1,16,2,18,13,1,2,3,1,2,NA,2,NA,NA
33913,1,40,NA,9,17,2,1,228,1,8,NA,2,NA,NA
33914,1,40,NA,8,14,1,1,3,2,NA,NA,1,13,7
33915,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,19,180
33916,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,21,300
33917,1,43,NA,5,22,1,1,216,2,NA,NA,1,19,144
33918,1,40,NA,5,21,1,1,60,2,NA,NA,2,NA,NA
33920,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,19,3
33921,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,21,60
33922,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,17,180
33923,1,60,NA,4,19,1,1,36,2,NA,NA,2,NA,NA
33924,1,60,NA,19,15,5,1,84,2,NA,NA,2,NA,NA
33925,1,20,2,19,17,1,1,132,2,NA,NA,1,8,348
33928,1,18,2,15,8,1,1,108,2,NA,NA,1,21,372
33929,1,86,NA,4,1,5,1,6,1,2,NA,2,NA,NA
33930,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,21,300
33931,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,17,60
33932,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,20,60
33934,1,50,NA,4,1,1,1,120,2,NA,NA,1,19,300
33935,1,69,NA,4,19,5,5,24,1,1,NA,2,NA,NA
33938,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,348
33941,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,17,84
33943,1,100,NA,4,19,1,1,60,2,NA,NA,2,NA,NA
33945,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,384
33947,1,25,2,8,16,1,4,18,2,NA,NA,1,16,480
33948,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,NA,NA
33949,1,80,NA,1,1,5,5,432,2,NA,NA,2,NA,NA
33950,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,16,12
33951,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,NA,NA
33952,1,35,NA,4,19,1,1,6,2,NA,NA,1,14,24
33954,1,42,NA,19,10,1,1,72,2,NA,NA,2,NA,NA
33955,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,17,24
33956,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,16,1
33959,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,14,264
33960,1,40,NA,16,17,2,1,420,2,NA,NA,2,NA,NA
33961,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,20,408
33963,1,40,NA,19,15,1,1,0,2,NA,NA,1,15,24
33965,1,40,NA,12,20,4,1,6,1,4,NA,2,NA,NA
33966,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,13,72
33967,1,60,NA,17,15,1,2,5,2,NA,NA,1,17,36
33969,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,13,2
33971,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,13,156
33972,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,3,456
33974,1,3,2,8,16,5,5,1,2,NA,NA,1,11,108
33977,1,18,2,8,16,1,1,12,2,NA,NA,2,NA,NA
33978,1,40,NA,21,17,3,1,288,2,NA,NA,2,NA,NA
33979,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,17,360
33981,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,13,24
33982,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,5,276
33983,1,40,NA,10,16,1,1,18,2,NA,NA,2,NA,NA
33984,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,8,84
33985,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,NA,NA
33988,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,NA,NA
33990,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,21,432
33992,1,32,2,8,16,1,4,24,2,NA,NA,2,NA,NA
33998,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,17,312
34000,1,40,NA,6,21,1,1,4,2,NA,NA,2,NA,NA
34001,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,4,NA,NA
34002,1,45,NA,9,15,1,2,6,2,NA,NA,1,22,18
34004,1,40,NA,21,22,3,1,156,1,8,NA,2,NA,NA
34006,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,156
34008,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,22,6
34010,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,13,12
34011,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,16,24
34012,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,17,120
34015,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,16,144
34016,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,15,540
34017,1,55,NA,15,8,3,1,72,2,NA,NA,2,NA,NA
34020,1,40,NA,18,13,1,1,1,2,NA,NA,2,NA,NA
34021,1,8,2,15,8,3,1,4,2,NA,NA,1,16,84
34022,1,40,NA,5,22,1,2,0,1,9999,NA,2,NA,NA
34023,1,40,NA,8,21,1,4,7,2,NA,NA,2,NA,NA
34026,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,17,1
34027,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,NA,NA
34029,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,NA,NA
34031,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,NA,NA
34036,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA
34037,1,50,NA,11,17,1,1,7,2,NA,NA,2,NA,NA
34038,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,14,12
34040,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,21,372
34041,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,14,24
34042,1,25,2,16,8,1,1,48,2,NA,NA,2,NA,NA
34043,1,50,NA,6,21,1,1,5,2,NA,NA,2,NA,NA
34045,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,13,6
34046,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,19,300
34047,2,NA,1,15,1,3,1,12,2,NA,NA,2,NA,NA
34050,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,21,408
34051,1,32,2,14,12,1,3,84,1,1,NA,2,NA,NA
34052,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,19,10
34058,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,21,168
34060,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,13,204
34062,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,8,240
34064,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,60
34065,1,37,NA,11,2,1,1,2,2,NA,NA,1,16,48
34068,1,40,NA,8,16,1,3,4,2,NA,NA,1,20,7
34069,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,240
34070,1,32,1,8,14,1,3,144,2,NA,NA,2,NA,NA
34073,1,30,9,1,2,5,1,60,2,NA,NA,1,5,156
34074,1,45,NA,15,16,1,2,12,2,NA,NA,1,13,96
34078,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,21,60
34079,1,32,1,6,21,5,1,300,2,NA,NA,2,NA,NA
34080,1,40,NA,15,5,3,1,60,2,NA,NA,1,8,132
34083,1,50,NA,16,13,1,1,408,2,NA,NA,2,NA,NA
34084,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,21,456
34086,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,21,420
34087,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,20,480
34088,1,30,1,19,21,1,1,156,1,1,NA,2,NA,NA
34090,1,30,2,8,21,1,1,8,2,NA,NA,2,NA,NA
34091,1,40,NA,15,5,3,1,1,2,NA,NA,2,NA,NA
34092,1,62,NA,8,20,1,1,480,1,1,NA,2,NA,NA
34093,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,16,36
34094,1,20,2,14,22,1,1,36,1,3,NA,2,NA,NA
34096,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,120
34099,1,30,1,8,16,1,4,12,2,NA,NA,1,8,60
34100,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,15,36
34101,1,42,NA,18,13,1,4,15,2,NA,NA,2,NA,NA
34102,1,17,2,18,13,1,2,5,2,NA,NA,2,NA,NA
34107,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,8,324
34108,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,22,24
34109,1,50,NA,11,1,1,1,72,2,NA,NA,2,NA,NA
34111,1,46,NA,7,22,1,1,264,2,NA,NA,2,NA,NA
34114,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,21,120
34116,1,36,NA,16,13,4,4,3,1,1,NA,2,NA,NA
34118,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,120
34120,1,56,NA,17,12,4,1,60,1,1,NA,1,22,72
34121,1,38,NA,18,13,1,4,24,2,NA,NA,2,NA,NA
34122,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,4,324
34123,1,40,NA,5,4,1,1,18,2,NA,NA,2,NA,NA
34125,1,40,NA,4,19,1,1,18,2,NA,NA,2,NA,NA
34127,1,25,2,2,1,5,1,660,2,NA,NA,2,NA,NA
34128,1,45,NA,4,1,1,1,168,2,NA,NA,2,NA,NA
34129,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,14,12
34130,1,40,NA,16,15,1,1,36,2,NA,NA,2,NA,NA
34131,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,NA,NA
34132,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,18,120
34133,1,40,NA,14,22,1,1,60,2,NA,NA,1,22,84
34135,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,19,528
34136,1,40,NA,10,21,1,1,60,1,0,NA,1,3,120
34138,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,17,324
34140,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,NA,NA
34141,1,32,1,13,3,1,1,8,2,NA,NA,2,NA,NA
34144,1,45,NA,13,5,2,1,228,2,NA,NA,2,NA,NA
34145,1,40,NA,16,20,1,1,120,2,NA,NA,1,22,312
34147,1,45,NA,5,22,1,1,10,1,1,NA,1,22,10
34148,1,4,2,8,17,1,1,312,2,NA,NA,2,NA,NA
34150,1,50,NA,12,13,1,4,252,2,NA,NA,2,NA,NA
34152,1,60,NA,16,10,1,1,24,2,NA,NA,1,10,204
34155,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,4,156
34159,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,17,312
34161,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,13,72
34162,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,NA,NA
34163,1,64,NA,21,12,3,3,6,2,NA,NA,1,13,24
34165,1,26,2,12,16,1,4,10,2,NA,NA,1,17,240
34167,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,21,84
34168,1,20,2,8,16,1,1,12,1,3,NA,2,NA,NA
34169,1,36,NA,6,21,1,2,6,2,NA,NA,2,NA,NA
34173,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,21,480
34174,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,NA,NA
34175,1,28,1,8,16,1,1,7,2,NA,NA,2,NA,NA
34176,1,40,NA,5,21,1,1,84,2,NA,NA,2,NA,NA
34180,1,33,1,6,22,1,1,2,2,NA,NA,2,NA,NA
34182,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,NA,NA
34183,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,21,240
34184,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,14,24
34186,1,28,2,16,17,1,1,180,2,NA,NA,2,NA,NA
34191,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,NA,NA
34202,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,17,300
34203,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,18,240
34205,1,40,NA,4,19,5,5,372,2,NA,NA,2,NA,NA
34206,1,40,NA,16,11,1,1,48,2,NA,NA,2,NA,NA
34207,1,60,NA,9,22,1,2,72,2,NA,NA,2,NA,NA
34208,1,40,NA,4,19,1,1,180,2,NA,NA,2,NA,NA
34209,1,40,NA,5,1,1,1,21,1,1,NA,2,NA,NA
34210,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,20,240
34212,1,50,NA,14,17,1,3,1,2,NA,NA,1,17,240
34213,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,7,276
34214,1,38,NA,16,2,1,1,36,2,NA,NA,2,NA,NA
34219,1,40,NA,16,17,1,1,24,2,NA,NA,1,8,30
34220,1,60,NA,1,18,1,1,36,2,NA,NA,1,22,84
34223,1,50,NA,8,21,1,1,144,2,NA,NA,2,NA,NA
34224,1,48,NA,7,21,1,3,0,1,1,NA,1,22,1
34226,1,50,NA,21,6,3,1,2,2,NA,NA,1,17,36
34227,1,40,NA,6,21,1,1,60,2,NA,NA,2,NA,NA
34228,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,17,0
34231,1,60,NA,15,1,4,1,48,2,NA,NA,2,NA,NA
34233,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,14,300
34234,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,19,492
34235,1,25,2,18,13,1,1,48,2,NA,NA,2,NA,NA
34236,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,18,2
34239,1,14,2,14,14,1,5,11,1,1,NA,2,NA,NA
34240,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,14,24
34241,1,30,2,8,16,1,2,1,2,NA,NA,1,16,9
34244,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,15,60
34245,1,44,NA,8,16,1,4,60,2,NA,NA,2,NA,NA
34247,1,16,2,6,16,5,1,12,2,NA,NA,2,NA,NA
34248,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,17,480
34249,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,8,168
34250,1,35,NA,15,8,1,1,4,2,NA,NA,1,3,156
34252,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,NA,NA
34254,1,5,2,15,14,4,1,60,2,NA,NA,1,21,96
34256,1,60,NA,7,19,1,4,144,2,NA,NA,2,NA,NA
34259,1,11,2,18,13,1,4,9,2,NA,NA,2,NA,NA
34262,1,50,NA,14,14,5,5,36,2,NA,NA,2,NA,NA
34265,1,40,NA,18,16,1,4,12,1,1,NA,2,NA,NA
34266,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,19,180
34267,1,55,NA,4,1,1,1,264,2,NA,NA,2,NA,NA
34268,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,14,84
34269,1,80,NA,18,16,5,4,6,1,2,NA,2,NA,NA
34270,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,13,24
34272,1,40,NA,19,15,5,1,6,2,NA,NA,2,NA,NA
