"seqn","fsd032a","fsd032b","fsd032c","fsd032d","fsd032e","fsd032f","fsd041","fsd052","fsd061","fsd071","fsd081","fsd092","fsd102","fsd111","fsd122","fsd132","fsd141","fsd146","fsdhh","fsdad","fsdch","fsd151","fsq400","fsq410","fsq420","fsq430","fsq440","fsq450","fsq460","fsq470","fsq480","fsq490","fsq500","fsq510","fsq520","fsq170","fsd170n","fsd180","fsd190","fsd200","fsq162","fsd650c","fsd660c","fsd670c","fsd650m","fsd660m","fsd670m"
30630,1,2,2,2,2,3,1,2,1,1,1,2,NA,2,2,NA,2,2,4,4,3,1,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,NA,1,7,1,10,1,1,1,1,48,NA,NA,NA
30631,2,3,2,3,3,3,2,NA,1,2,2,2,NA,2,2,NA,2,2,3,3,1,2,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,NA,1,3,2,NA,NA,1,1,1,4,NA,NA,NA
30632,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,2,NA,NA,NA,NA,NA,NA
30633,3,3,2,3,3,3,2,NA,2,1,2,2,NA,2,2,NA,2,2,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,NA,2,0,2,NA,NA,2,NA,NA,NA,NA,NA,NA
30634,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,2,NA,NA,NA,NA,NA,NA
30635,2,3,3,3,3,3,2,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,NA,2,0,2,NA,NA,1,1,1,36,NA,NA,NA
30636,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,2,NA,NA,NA,NA,NA,NA
30637,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,2,NA,NA,NA,NA,NA,NA
30638,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,2,NA,NA,NA,NA,NA,NA
30639,6,6,6,NA,NA,NA,6,6,6,6,6,6,6,NA,NA,NA,NA,NA,1,1,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,2,NA,NA,NA,NA,NA,NA
30640,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,2,NA,NA,NA,NA,NA,NA
30641,2,2,2,NA,NA,NA,1,1,1,2,2,1,2,NA,NA,NA,NA,NA,4,4,NA,2,1,5,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,2,2,NA,NA,NA,NA,NA,NA
30642,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,1,2,NA,NA,NA,NA,NA
30643,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,2,2,NA,NA,NA,NA,NA
30644,2,2,2,2,2,2,1,1,2,2,2,2,NA,2,2,NA,1,2,4,3,3,1,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,NA,2,0,2,NA,NA,2,NA,NA,NA,NA,NA,NA
30645,2,2,2,NA,NA,NA,1,2,1,9,1,2,NA,NA,NA,NA,NA,NA,4,4,NA,1,1,77,1,2,9,2,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,2,NA,NA,NA,NA,NA,NA
30646,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
30647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
30648,3,3,3,2,3,3,2,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,NA,1,1,2,NA,NA,1,1,1,1,NA,NA,NA
30649,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,1,2,NA,NA,NA,NA,NA
30650,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,2,NA,NA,NA,NA,NA,NA
30651,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,12,1,1,NA,NA,NA,1,1,8
30652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,2,2,NA,NA,NA,NA,NA
30653,2,2,2,2,3,3,2,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,3,3,2,2,NA,NA,NA,NA,NA,NA,NA,1,1,2,2,NA,2,1,1,2,NA,NA,2,NA,NA,NA,NA,NA,NA
30654,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,2,NA,NA,NA,NA,NA,NA
30655,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,1,1,1,24,NA,NA,NA
30656,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,2,NA,NA,NA,NA,NA,NA
30657,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,2,NA,NA,NA,NA,NA,NA
30658,3,2,2,2,2,2,2,NA,2,2,2,2,NA,2,2,NA,2,2,3,2,3,2,2,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,1,NA,NA,NA,NA,NA,NA
30659,2,2,3,2,3,3,2,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,3,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,2,2,NA,NA,NA,NA,NA
30660,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,2,NA,NA,NA,NA,NA,NA
30661,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,2,NA,NA,NA,NA,NA,NA
30662,3,3,2,NA,NA,NA,2,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,2,2,NA,1,2,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
30663,2,2,2,2,1,2,2,NA,2,2,2,2,NA,2,2,NA,2,2,3,3,3,2,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,NA,1,4,1,NA,NA,1,NA,NA,NA,NA,NA,NA
30664,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,2,2,NA,NA,NA,NA,NA
30665,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
30666,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,2,2,NA,NA,NA,NA,NA
30667,2,2,2,2,2,2,2,NA,2,2,2,2,NA,2,2,NA,2,2,3,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,NA,NA,1,NA,NA,NA,NA,NA,NA
30668,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,2,NA,NA,NA,NA,NA,NA
30669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,2,NA,NA,NA,NA,NA,NA
30670,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,2,NA,NA,NA,NA,NA,NA
30671,1,1,3,2,3,3,2,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,3,2,2,2,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,NA,2,0,2,NA,NA,2,NA,NA,NA,NA,NA,NA
30672,6,6,6,NA,NA,NA,6,6,6,6,6,6,6,NA,NA,NA,NA,NA,1,1,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,2,NA,NA,NA,NA,NA,NA
30673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,2,NA,NA,NA,NA,NA,NA
30674,1,1,1,1,1,1,1,2,1,2,2,2,NA,2,2,NA,2,2,4,4,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,2,NA,NA,NA,NA,NA,NA
30675,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,2,NA,NA,NA,NA,NA,NA
30676,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,2,NA,NA,NA,NA,NA,NA
30677,6,6,6,NA,NA,NA,6,6,6,6,6,6,6,NA,NA,NA,NA,NA,1,1,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,2,NA,NA,NA,2,NA,NA
30678,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,2,NA,NA,NA,NA,NA,NA
30679,2,2,3,3,3,3,2,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,1,1,1,10,NA,NA,NA
30680,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
30681,1,2,1,1,1,3,2,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,3,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,2,NA,NA,NA,NA,NA,NA
30682,6,6,6,NA,NA,NA,6,6,6,6,6,6,6,NA,NA,NA,NA,NA,1,1,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
30683,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,2,NA,NA,NA,2,NA,NA
30684,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
30685,1,2,2,2,1,1,1,1,1,1,1,1,1,1,2,NA,1,2,4,4,4,1,1,7,1,1,1,1,4,NA,NA,NA,NA,NA,NA,1,2,1,2,1,2,NA,NA,NA,NA,NA,NA
30686,2,2,3,3,3,3,2,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,2,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,4,1,6,2,1,NA,NA,NA,NA,NA,NA
30687,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,2,NA,NA,NA,NA,NA,NA
30688,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
30689,2,2,2,2,2,2,2,NA,2,2,2,2,NA,2,2,NA,2,2,3,3,3,1,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,NA,1,7,1,12,1,1,NA,NA,NA,NA,NA,NA
30690,6,6,6,NA,NA,NA,6,6,6,6,6,6,6,NA,NA,NA,NA,NA,1,1,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,2,NA,NA,NA,NA,NA,NA
30691,6,6,6,NA,NA,NA,6,6,6,6,6,6,6,NA,NA,NA,NA,NA,1,1,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
30692,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,2,NA,NA,NA,NA,NA,NA
30693,6,6,6,NA,NA,NA,6,6,6,6,6,6,6,NA,NA,NA,NA,NA,1,1,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,2,NA,NA,NA,2,NA,NA
30694,1,1,1,3,3,3,2,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,3,3,1,2,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,NA,2,1,1,2,NA,NA,1,1,1,1,NA,NA,NA
30695,2,2,3,1,3,3,2,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,3,2,2,2,2,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,1,NA,NA,NA,1,1,12
30696,2,3,2,3,2,2,1,3,2,2,2,2,NA,2,1,3,2,2,3,3,3,1,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,NA,1,5,1,NA,NA,1,1,1,11,NA,NA,NA
30697,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,2,NA,NA,NA,NA,NA,NA
30698,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
30699,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,2,NA,NA,NA,NA,NA,NA
30700,2,2,2,2,3,3,2,NA,1,2,2,2,NA,2,2,NA,2,2,3,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,2,NA,NA,1,NA,NA,NA,NA,NA,NA
30701,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,2,NA,NA,NA,NA,NA,NA
30702,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,2,NA,NA,NA,NA,NA,NA
30703,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,2,NA,NA,NA,NA,NA,NA
30704,1,1,2,3,3,3,1,1,1,1,1,1,2,2,2,NA,2,2,4,4,1,1,2,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,NA,NA,2,NA,NA,NA,NA,NA,NA
30705,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,2,NA,NA,NA,NA,NA,NA
30706,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,2,NA,NA,NA,NA,NA,NA
30707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30708,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,2,2,NA,NA,NA,NA,NA
30709,2,2,2,2,2,3,1,1,1,1,2,2,NA,1,2,NA,2,2,4,4,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,2,NA,NA,NA,NA,NA,NA
30710,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,2,NA,NA,NA,NA,NA,NA
30711,2,2,3,2,3,3,2,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,3,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,NA,NA,2,NA,NA,NA,NA,NA,NA
30712,6,6,6,NA,NA,NA,6,6,6,6,6,6,6,NA,NA,NA,NA,NA,1,1,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
30713,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,1,12,1,1,1,1,24,NA,NA,NA
30714,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,2,NA,NA,NA,NA,NA,NA
30715,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
30716,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,1,NA,NA,NA,1,1,8
30717,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
30718,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,2,NA,NA,NA,NA,NA,NA
30719,6,6,6,NA,NA,NA,6,6,6,6,6,6,6,NA,NA,NA,NA,NA,1,1,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
30720,2,2,2,2,2,3,1,3,1,2,2,2,NA,2,2,NA,2,2,3,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
30721,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,2,2,NA,NA,NA,NA,NA
30722,3,3,2,NA,NA,NA,2,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,2,2,NA,2,2,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,8,1,NA,NA,NA,NA,NA,NA,NA
30723,6,6,6,NA,NA,NA,6,6,6,6,6,6,6,NA,NA,NA,NA,NA,1,1,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
30724,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,2,NA,NA,NA,NA,NA,NA
30725,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,NA,NA,1,NA,NA,NA,NA,NA,NA
30726,2,3,3,3,3,3,2,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,2,2,1,2,2,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,1,NA,NA,NA,NA,NA,NA
30727,6,6,6,NA,NA,NA,6,6,6,6,6,6,6,NA,NA,NA,NA,NA,1,1,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
30728,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,2,NA,NA,NA,NA,NA,NA
30729,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,2,2,NA,NA,NA,NA,NA
30730,6,6,6,NA,NA,NA,6,6,6,6,6,6,6,NA,NA,NA,NA,NA,1,1,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
30731,3,1,3,3,3,3,2,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,1,12,1,2,NA,NA,NA,NA,NA,NA
30732,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
30733,6,6,6,NA,NA,NA,6,6,6,6,6,6,6,NA,NA,NA,NA,NA,1,1,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
30734,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,2,NA,NA,NA,NA,NA,NA
30735,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,2,NA,NA,NA,NA,NA,NA
30736,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,1,1,1,8,NA,NA,NA
30737,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,2,NA,NA,NA,NA,NA,NA
